EVENT,BOUT,DATE,OUTCOME,WEIGHTCLASS,METHOD,fighter1,fighter2,fighter1_win,f2_distance_landed_avg,f2_sig_str_landed_avg,f2_recent_avg_distance_landed,f1_sig_str_landed_peak,f1_recent_avg_sig_str_landed,f2_distance_landed_peak,f1_distance_landed_peak,f2_age_at_fight_valley,f2_recent_avg_sig_str_landed,f2_body_landed_peak,f1_distance_landed_avg,f2_sig_str_landed_dec_avg,f1_recent_avg_head_landed,f1_body_landed_avg,f1_sig_str_landed_avg,f1_age_at_fight_valley,f2_head_landed_avg,f1_head_landed_peak,f1_recent_avg_sig_str_per_min,f1_age_at_fight_peak,f2_sig_str_landed_peak,f1_recent_avg_distance_landed,f1_age_at_fight,f1_sig_str_per_min_peak,f2_body_landed_avg,f2_recent_avg_head_landed,f1_recent_avg_body_landed,ratio_HEIGHT,f1_distance_att,ratio_REACH
UFC Fight Night: Kape vs. Almabayev,Austen Lane vs. Mario Pinto,2025-03-01,L/W,Heavyweight Bout,KO/TKO ,Austen Lane,Mario Pinto,0.0,12.0,13.0,12.0,32.0,24.0,12.0,31.0,26.965092402464066,13.0,2.0,13.8,,13.0,4.8,16.4,35.62217659137577,8.0,17.0,3.186053752867912,37.308692676249144,13.0,19.666666666666668,37.308692676249144,6.206896551724138,2.0,8.0,7.0,1.0129870129870129,58,1.0126582278481013
UFC Fight Night: Kape vs. Almabayev,Charles Johnson vs. Ramazan Temirov,2025-03-01,L/W,Flyweight Bout,Decision - Unanimous ,Charles Johnson,Ramazan Temirov,0.0,33.0,39.0,33.0,115.0,73.0,46.0,101.0,27.696098562628336,39.0,13.0,52.90909090909091,22.999999999999996,38.0,18.90909090909091,64.54545454545455,31.531827515400412,30.0,64.0,5.749820788530466,34.13826146475017,55.0,59.666666666666664,34.13826146475017,8.516129032258064,8.5,30.0,21.0,1.078125,129,1.1111111111111112
UFC Fight Night: Kape vs. Almabayev,Cody Brundage vs. Julian Marquez,2025-03-01,W/L,Middleweight Bout,KO/TKO ,Cody Brundage,Julian Marquez,1.0,26.25,39.25,29.333333333333332,44.0,16.333333333333332,63.0,34.0,27.60848733744011,40.0,16.0,7.545454545454546,31.55575645063029,13.666666666666666,1.3636363636363635,11.818181818181818,27.362080766598222,30.25,39.0,3.782699993226309,30.792607802874745,82.0,12.333333333333334,30.792607802874745,9.263157894736842,6.5,31.333333333333332,1.3333333333333333,0.972972972972973,65,1.0
UFC Fight Night: Kape vs. Almabayev,Danny Barlow vs. Sam Patterson,2025-03-01,L/W,Welterweight Bout,KO/TKO ,Danny Barlow,Sam Patterson,0.0,7.75,8.5,9.666666666666666,95.0,52.333333333333336,15.0,88.0,26.88021902806297,10.666666666666666,4.0,49.666666666666664,6.034350447268477,37.333333333333336,7.333333333333333,52.333333333333336,28.54483230663929,7.0,77.0,5.425751694871397,29.579739904175224,18.0,49.666666666666664,29.579739904175224,8.4070796460177,1.25,9.0,7.333333333333333,0.9866666666666667,30,1.0128205128205128
UFC Fight Night: Kape vs. Almabayev,Danny Silva vs. Lucas Almeida,2025-03-01,W/L,Featherweight Bout,Decision - Split ,Danny Silva,Lucas Almeida,1.0,40.6,46.2,49.333333333333336,82.0,63.5,73.0,81.0,31.340177960301162,51.333333333333336,16.0,62.5,38.53817058174876,36.5,12.5,63.5,27.123887748117728,25.0,45.0,4.233333333333333,28.082135523613964,75.0,62.5,28.082135523613964,5.466666666666667,8.8,31.0,12.5,1.0,133,0.9859154929577465
UFC Fight Night: Kape vs. Almabayev,Hyder Amil vs. William Gomis,2025-03-01,W/L,Featherweight Bout,Decision - Split ,Hyder Amil,William Gomis,1.0,44.2,51.0,55.666666666666664,115.0,78.66666666666667,90.0,98.0,25.22381930184805,65.33333333333333,27.0,66.0,40.216551590549756,52.333333333333336,17.666666666666668,78.66666666666667,33.7056810403833,21.2,60.0,19.136039886039885,34.75975359342916,101.0,66.0,34.75975359342916,38.769230769230774,13.8,28.666666666666668,17.666666666666668,0.9583333333333334,180,0.958904109589041
UFC Fight Night: Kape vs. Almabayev,Manel Kape vs. Asu Almabayev,2025-03-01,W/L,Flyweight Bout,KO/TKO ,Asu Almabayev,Manel Kape,1.0,54.111111111111114,60.44444444444444,58.333333333333336,44.0,27.333333333333332,109.0,38.0,27.23066392881588,64.0,24.0,18.2,69.3326776854008,12.666666666666666,7.6,30.4,29.52498288843258,41.111111111111114,22.0,2.020289855072464,31.096509240246405,112.0,19.666666666666668,31.096509240246405,3.2608695652173916,11.222222222222221,44.666666666666664,8.0,0.9846153846153847,77,0.9558823529411765
UFC Fight Night: Kape vs. Almabayev,Nasrat Haqparast vs. Esteban Ribovics,2025-03-01,W/L,Lightweight Bout,Decision - Split ,Esteban Ribovics,Nasrat Haqparast,1.0,71.07142857142857,79.28571428571429,90.33333333333333,156.0,102.66666666666667,161.0,154.0,22.16563997262149,99.0,57.0,91.6,91.61236760326872,75.33333333333333,15.6,97.8,26.850102669404517,59.142857142857146,120.0,9.436036036036036,28.843258042436688,171.0,101.66666666666667,28.843258042436688,10.4,17.285714285714285,79.66666666666667,16.666666666666668,1.0,433,0.9583333333333334
UFC Fight Night: Kape vs. Almabayev,Ricardo Ramos vs. Chepe Mariscal,2025-03-01,L/W,Featherweight Bout,Decision - Unanimous ,Chepe Mariscal,Ricardo Ramos,0.0,24.357142857142858,28.5,21.0,85.0,76.33333333333333,67.0,64.0,21.51403148528405,23.666666666666668,16.0,37.2,19.836760798842068,53.333333333333336,10.8,67.6,30.65571526351814,17.642857142857142,59.0,5.0888888888888895,32.342231348391515,68.0,40.666666666666664,32.342231348391515,5.666666666666667,6.0,12.666666666666666,10.666666666666666,0.9710144927536232,132,0.9583333333333334
UFC 313: Pereira vs. Ankalaev,Alex Morono vs. Carlos Leal,2025-03-08,L/W,Welterweight Bout,KO/TKO ,Alex Morono,Carlos Leal,0.0,74.0,93.0,74.0,176.0,70.0,94.0,145.0,30.480492813141684,93.0,28.0,52.30434782608695,107.0,54.666666666666664,7.956521739130435,58.95652173913044,25.37987679671458,60.5,146.0,6.902777777777779,34.559890485968516,107.0,66.66666666666667,34.559890485968516,11.733333333333333,22.0,60.5,8.666666666666666,1.0,87,0.972972972972973
UFC 313: Pereira vs. Ankalaev,Alex Pereira vs. Magomed Ankalaev,2025-03-08,L/W,UFC Light Heavyweight Title Bout,Decision - Unanimous ,Alex Pereira,Magomed Ankalaev,0.0,32.4,45.733333333333334,54.333333333333336,127.0,80.33333333333333,75.0,123.0,25.78781656399726,62.666666666666664,35.0,49.90909090909091,45.953549700651315,41.333333333333336,16.0,59.72727272727273,34.33538672142368,25.533333333333335,92.0,5.60868384418832,37.67008898015058,94.0,71.0,37.67008898015058,9.615384615384615,12.4,21.333333333333332,14.0,1.0133333333333334,130,1.0533333333333332
UFC 313: Pereira vs. Ankalaev,Amanda Lemos vs. Iasmin Lucindo,2025-03-08,W/L,Women's Strawweight Bout,Decision - Unanimous ,Amanda Lemos,Iasmin Lucindo,1.0,34.833333333333336,41.0,28.333333333333332,83.0,18.333333333333332,64.0,55.0,20.594113620807665,39.0,23.0,20.53846153846154,47.29948476523907,12.0,6.3076923076923075,29.23076923076923,30.151950718685832,25.666666666666668,51.0,1.2458049886621316,37.79603011635866,83.0,10.666666666666666,37.79603011635866,12.0,12.0,24.666666666666668,3.3333333333333335,1.0158730158730158,14,0.9848484848484849
UFC 313: Pereira vs. Ankalaev,Brunno Ferreira vs. Armen Petrosyan,2025-03-08,W/L,Middleweight Bout,Submission ,Armen Petrosyan,Brunno Ferreira,1.0,18.5,20.666666666666668,24.333333333333332,127.0,44.0,26.0,127.0,30.21218343600274,26.666666666666668,9.0,65.14285714285714,20.94170880951873,14.0,15.571428571428571,71.0,31.315537303216974,13.833333333333334,50.0,4.8489263072596405,34.34360027378508,29.0,43.333333333333336,34.34360027378508,8.466666666666667,4.333333333333333,16.666666666666668,6.0,1.0714285714285714,83,0.9861111111111112
UFC 313: Pereira vs. Ankalaev,Djorden Santos vs. Ozzy Diaz,2025-03-08,L/W,Middleweight Bout,Decision - Unanimous ,Djorden Santos,Ozzy Diaz,0.0,69.5,72.0,69.5,131.0,131.0,130.0,130.0,34.0041067761807,72.0,9.0,130.0,9.0,115.0,8.0,131.0,27.600273785078713,61.5,115.0,8.733333333333333,27.600273785078713,135.0,130.0,27.600273785078713,8.733333333333333,7.0,61.5,8.0,0.9473684210526315,342,0.9493670886075949
UFC 313: Pereira vs. Ankalaev,Jalin Turner vs. Ignacio Bahamondes,2025-03-08,L/W,Lightweight Bout,Submission ,Ignacio Bahamondes,Jalin Turner,0.0,26.153846153846153,36.30769230769231,12.666666666666666,126.0,27.0,78.0,117.0,23.38672142368241,18.666666666666668,30.0,62.875,39.795498181905124,19.333333333333332,16.0,70.75,23.619438740588638,24.23076923076923,86.0,7.642583107278358,27.529089664613277,100.0,16.666666666666668,27.529089664613277,11.214953271028039,9.76923076923077,13.333333333333334,3.6666666666666665,1.0,11,0.974025974025974
UFC 313: Pereira vs. Ankalaev,Joshua Van vs. Rei Tsuruya,2025-03-08,W/L,Flyweight Bout,Decision - Unanimous ,Joshua Van,Rei Tsuruya,1.0,17.0,24.5,17.0,165.0,114.0,32.0,153.0,22.02053388090349,24.5,2.0,98.0,17.0,83.0,25.0,109.71428571428571,21.702943189596166,21.5,131.0,7.599999999999999,23.408624229979466,32.0,102.0,23.408624229979466,11.0,2.0,21.5,21.666666666666668,0.9848484848484849,90,0.9558823529411765
UFC 313: Pereira vs. Ankalaev,Justin Gaethje vs. Rafael Fiziev,2025-03-08,W/L,Lightweight Bout,Decision - Unanimous ,Justin Gaethje,Rafael Fiziev,1.0,51.0,58.3,49.333333333333336,143.0,72.0,96.0,143.0,26.12457221081451,61.0,52.0,63.57142857142857,58.788465695833956,41.0,8.285714285714286,74.0,28.643394934976044,25.2,100.0,5.252027277444221,36.31211498973306,104.0,60.666666666666664,36.31211498973306,10.612244897959183,23.4,20.666666666666668,14.0,1.0441176470588236,92,0.9859154929577465
UFC 313: Pereira vs. Ankalaev,King Green vs. Mauricio Ruffy,2025-03-08,L/W,Lightweight Bout,KO/TKO ,King Green,Mauricio Ruffy,0.0,27.666666666666668,32.0,27.666666666666668,188.0,68.33333333333333,57.0,188.0,27.87953456536619,32.0,6.0,57.0,48.59043035667204,46.333333333333336,16.88888888888889,69.37037037037037,26.401095140314855,26.0,152.0,6.248403108027339,38.49418206707735,67.0,62.0,38.49418206707735,12.727272727272727,2.0,26.0,14.666666666666666,0.9859154929577465,15,0.9466666666666667
UFC 313: Pereira vs. Ankalaev,Mairon Santos vs. Francis Marshall,2025-03-08,W/L,Featherweight Bout,Decision - Split ,Francis Marshall,Mairon Santos,1.0,42.0,44.5,42.0,57.0,32.666666666666664,57.0,53.0,24.205338809034906,44.5,14.0,24.4,31.0,28.333333333333332,1.8,27.2,23.753593429158112,22.0,53.0,2.272222222222222,26.015058179329227,58.0,31.333333333333332,26.015058179329227,3.8,11.5,22.0,1.0,1.0298507462686568,142,1.0
UFC Fight Night: Vettori vs. Dolidze 2,Alexander Hernandez vs. Kurt Holobaugh,2025-03-15,W/L,Lightweight Bout,Decision - Unanimous ,Alexander Hernandez,Kurt Holobaugh,1.0,44.625,57.0,53.666666666666664,108.0,56.666666666666664,88.0,98.0,26.633812457221083,64.0,25.0,39.13333333333333,61.38264778373804,32.333333333333336,15.266666666666667,46.13333333333333,25.418206707734427,35.375,62.0,3.7777777777777786,32.4517453798768,102.0,50.666666666666664,32.4517453798768,16.41509433962264,14.125,35.333333333333336,12.666666666666666,0.971830985915493,129,1.0285714285714285
UFC Fight Night: Vettori vs. Dolidze 2,Carlos Vera vs. Josias Musasa,2025-03-15,W/L,Bantamweight Bout,Submission ,Carlos Vera,Josias Musasa,1.0,13.0,13.0,13.0,16.0,14.0,13.0,16.0,26.428473648186174,13.0,0.0,11.0,,5.0,2.0,14.0,36.284736481861735,3.0,7.0,2.8489795918367347,37.35797399041752,13.0,11.0,37.35797399041752,4.8979591836734695,0.0,3.0,2.0,0.9705882352941176,24,0.9324324324324325
UFC Fight Night: Vettori vs. Dolidze 2,Chidi Njokuani vs. Elizeu Zaleski dos Santos,2025-03-15,W/L,Welterweight Bout,KO/TKO ,Chidi Njokuani,Elizeu Zaleski dos Santos,1.0,36.11764705882353,49.88235294117647,14.0,105.0,71.66666666666667,112.0,46.0,28.465434633812457,18.0,37.0,24.5,43.299110997230066,27.666666666666668,18.875,44.125,33.097878165639976,29.058823529411764,49.0,5.851227537332321,36.20260095824778,149.0,36.666666666666664,36.20260095824778,41.25,11.411764705882353,6.666666666666667,27.0,1.056338028169014,71,1.095890410958904
UFC Fight Night: Vettori vs. Dolidze 2,Da'Mon Blackshear vs. Cody Gibson,2025-03-15,W/L,Bantamweight Bout,Submission ,Cody Gibson,Da'Mon Blackshear,1.0,23.625,35.125,10.333333333333334,164.0,24.666666666666668,52.0,134.0,28.00273785078713,11.333333333333334,22.0,28.77777777777778,33.97146613050993,15.666666666666666,7.0,39.55555555555556,26.45037645448323,19.5,130.0,3.0873367926405533,37.50855578370979,90.0,15.666666666666666,37.50855578370979,10.933333333333334,7.25,8.666666666666666,4.666666666666667,1.0,53,0.9861111111111112
UFC Fight Night: Vettori vs. Dolidze 2,Daniel Barez vs. Andre Lima,2025-03-15,L/W,Flyweight Bout,Submission ,Andre Lima,Daniel Barez,0.0,37.0,39.333333333333336,37.0,108.0,59.0,61.0,90.0,34.61190965092403,39.333333333333336,18.0,45.5,49.062156188923666,26.0,11.0,51.75,25.130732375085557,21.0,59.0,4.284925690021232,26.10814510609172,67.0,51.0,26.10814510609172,8.254777070063694,11.0,21.0,12.0,1.0151515151515151,140,1.0151515151515151
UFC Fight Night: Vettori vs. Dolidze 2,Diyar Nurgozhay vs. Brendson Ribeiro,2025-03-15,L/W,Light Heavyweight Bout,Submission ,Brendson Ribeiro,Diyar Nurgozhay,0.0,16.0,17.0,16.0,49.0,31.333333333333332,16.0,49.0,27.89596167008898,17.0,7.0,26.0,,14.666666666666666,6.25,27.0,27.44147843942505,5.0,25.0,2.9099656357388315,28.514715947980836,17.0,30.0,28.514715947980836,8.316831683168317,7.0,5.0,8.333333333333334,1.0135135135135136,58,1.0945945945945945
UFC Fight Night: Vettori vs. Dolidze 2,Josiane Nunes vs. Priscila Cachoeira,2025-03-15,L/W,Women's Bantamweight Bout,KO/TKO ,Josiane Nunes,Priscila Cachoeira,0.0,30.818181818181817,36.72727272727273,22.333333333333332,102.0,43.333333333333336,91.0,82.0,29.45927446954141,24.0,21.0,55.0,31.402607041532878,29.0,14.166666666666666,63.666666666666664,27.66050650239562,27.363636363636363,83.0,5.934939759036145,31.225188227241617,102.0,41.333333333333336,31.225188227241617,11.204819277108435,7.0,19.0,9.0,0.9253731343283582,67,1.0307692307692307
UFC Fight Night: Vettori vs. Dolidze 2,Marvin Vettori vs. Roman Dolidze,2025-03-15,L/W,Middleweight Bout,Decision - Unanimous ,Marvin Vettori,Roman Dolidze,0.0,35.416666666666664,44.333333333333336,69.0,190.0,123.33333333333333,137.0,168.0,32.0082135523614,86.66666666666667,20.0,68.25,41.60300489632946,83.0,8.75,79.1875,22.915811088295687,27.75,154.0,5.8755555555555565,31.482546201232033,141.0,119.33333333333333,31.482546201232033,10.505836575875486,6.666666666666667,54.0,10.333333333333334,0.972972972972973,218,0.9736842105263158
UFC Fight Night: Vettori vs. Dolidze 2,SeungWoo Choi vs. Kevin Vallejos,2025-03-15,L/W,Featherweight Bout,KO/TKO ,Kevin Vallejos,SeungWoo Choi,0.0,24.545454545454547,34.90909090909091,25.333333333333332,14.0,14.0,51.0,13.0,26.458590006844627,27.0,26.0,13.0,31.734505567270304,4.0,3.0,14.0,23.266255989048595,20.90909090909091,4.0,4.444444444444445,23.266255989048595,95.0,13.0,23.266255989048595,4.444444444444445,7.636363636363637,11.0,3.0,0.9305555555555556,26,0.918918918918919
UFC Fight Night: Vettori vs. Dolidze 2,Stephanie Luciano vs. Sam Hughes,2025-03-15,L/W,Women's Strawweight Bout,Decision - Split ,Sam Hughes,Stephanie Luciano,0.0,72.5,77.0,72.5,97.0,85.33333333333333,79.0,86.0,24.65160848733744,77.0,23.0,47.4,72.0,49.333333333333336,10.6,61.2,28.45722108145106,47.0,67.0,5.688888888888889,32.71184120465435,82.0,78.33333333333333,32.71184120465435,6.466666666666667,18.5,47.0,18.666666666666668,0.9848484848484849,144,0.9846153846153847
UFC Fight Night: Vettori vs. Dolidze 2,SuYoung You vs. AJ Cunningham,2025-03-15,W/L,Bantamweight Bout,Decision - Unanimous ,AJ Cunningham,SuYoung You,1.0,27.0,30.0,27.0,36.0,26.0,36.0,34.0,28.95277207392197,30.0,5.0,25.0,42.0,13.0,5.5,26.0,29.4839151266256,18.0,15.0,4.446376811594203,30.518822724161534,42.0,25.0,30.518822724161534,7.82608695652174,4.5,18.0,5.5,1.0606060606060606,52,1.0923076923076922
UFC Fight Night: Vettori vs. Dolidze 2,Waldo Cortes Acosta vs. Ryan Spann,2025-03-15,W/L,Heavyweight Bout,KO/TKO ,Ryan Spann,Waldo Cortes Acosta,1.0,60.857142857142854,69.14285714285714,40.0,59.0,15.666666666666666,142.0,50.0,31.071868583162217,55.666666666666664,26.0,14.928571428571429,63.367719287529084,8.666666666666666,3.7857142857142856,20.071428571428573,27.080082135523615,50.285714285714285,41.0,3.28188847695275,33.55783709787816,147.0,14.0,33.55783709787816,13.52112676056338,11.285714285714286,41.333333333333336,3.3333333333333335,1.013157894736842,85,1.0128205128205128
UFC Fight Night: Vettori vs. Dolidze 2,Yuneisy Duben vs. Carli Judice,2025-03-15,L/W,Women's Flyweight Bout,KO/TKO ,Carli Judice,Yuneisy Duben,0.0,14.0,14.0,14.0,169.0,93.0,14.0,149.0,28.684462696783026,14.0,0.0,82.0,,61.0,23.5,93.0,25.28952772073922,8.0,110.0,10.733333333333334,26.036960985626283,14.0,82.0,26.036960985626283,11.266666666666667,0.0,8.0,23.5,1.046875,40,1.0461538461538462
UFC Fight Night: Edwards vs. Brady,Christian Leroy Duncan vs. Andrey Pulyaev,2025-03-22,W/L,Middleweight Bout,Decision - Unanimous ,Andrey Pulyaev,Christian Leroy Duncan,1.0,35.5,50.0,33.666666666666664,18.0,18.0,58.0,14.0,27.64955509924709,55.666666666666664,17.0,14.0,46.17261490783693,8.0,7.0,18.0,27.529089664613277,26.166666666666668,8.0,1.2,27.529089664613277,73.0,14.0,27.529089664613277,1.2,8.333333333333334,29.0,7.0,1.027027027027027,48,0.9873417721518988
UFC Fight Night: Edwards vs. Brady,Gunnar Nelson vs. Kevin Holland,2025-03-22,L/W,Welterweight Bout,Decision - Unanimous ,Gunnar Nelson,Kevin Holland,0.0,31.52,42.32,11.333333333333334,53.0,23.0,119.0,49.0,25.744010951403148,28.0,33.0,9.25,36.493851511706204,18.0,2.9375,18.25,24.17248459958932,23.16,39.0,1.9983963344788087,36.648870636550306,127.0,4.333333333333333,36.648870636550306,3.658536585365854,8.2,15.0,4.333333333333333,0.9466666666666667,7,0.8888888888888888
UFC Fight Night: Edwards vs. Brady,Guram Kutateladze vs. Kaue Fernandes,2025-03-22,L/W,Lightweight Bout,Decision - Unanimous ,Guram Kutateladze,Kaue Fernandes,0.0,37.333333333333336,46.333333333333336,37.333333333333336,85.0,48.0,62.0,64.0,28.635181382614647,46.333333333333336,16.0,38.2,31.19698062773003,26.0,18.2,51.8,28.774811772758383,22.333333333333332,49.0,3.444109856405967,33.20191649555099,79.0,30.666666666666668,33.20191649555099,6.398996235884567,10.0,22.333333333333332,17.0,1.0289855072463767,64,0.9863013698630136
UFC Fight Night: Edwards vs. Brady,Jai Herbert vs. Chris Padilla,2025-03-22,L/W,Lightweight Bout,Decision - Split ,Chris Padilla,Jai Herbert,0.0,29.0,35.77777777777778,51.333333333333336,68.0,39.666666666666664,79.0,62.0,32.199863107460644,56.333333333333336,27.0,35.333333333333336,47.4350385893293,20.666666666666668,5.0,39.666666666666664,28.618754277891856,18.22222222222222,36.0,4.200661191996931,29.519507186858316,82.0,35.333333333333336,29.519507186858316,7.364620938628158,11.11111111111111,24.333333333333332,5.0,0.9452054794520548,94,0.961038961038961
UFC Fight Night: Edwards vs. Brady,Jan Blachowicz vs. Carlos Ulberg,2025-03-22,L/W,Light Heavyweight Bout,Decision - Unanimous ,Carlos Ulberg,Jan Blachowicz,0.0,35.142857142857146,45.38095238095238,50.0,146.0,60.0,88.0,132.0,31.60848733744011,55.333333333333336,29.0,51.44444444444444,47.520111738726094,35.666666666666664,9.666666666666666,57.22222222222222,30.327173169062284,27.714285714285715,101.0,15.511111111111111,34.3709787816564,107.0,59.0,34.3709787816564,35.0,9.619047619047619,25.666666666666668,5.0,1.027027027027027,156,0.9871794871794872
UFC Fight Night: Edwards vs. Brady,Jordan Vucenic vs. Chris Duncan,2025-03-22,L/W,Lightweight Bout,Submission ,Chris Duncan,Jordan Vucenic,0.0,18.0,25.0,18.0,85.0,8.666666666666666,24.0,82.0,28.421629021218344,25.0,10.0,28.8,34.0,5.666666666666667,9.2,32.8,29.853524982888434,18.0,54.0,1.6979713282135165,31.865845311430526,34.0,6.333333333333333,31.865845311430526,5.666666666666667,5.5,18.0,2.0,1.0,30,0.9726027397260274
UFC Fight Night: Edwards vs. Brady,Leon Edwards vs. Sean Brady,2025-03-22,L/W,Welterweight Bout,Submission ,Leon Edwards,Sean Brady,0.0,46.22222222222222,57.111111111111114,48.0,120.0,42.333333333333336,118.0,111.0,26.899383983572896,67.0,12.0,34.26315789473684,67.15675454994516,21.0,10.842105263157896,45.31578947368421,23.20602327173169,39.0,72.0,1.847127127127127,33.57426420260096,130.0,34.0,33.57426420260096,22.5,4.444444444444445,49.666666666666664,12.333333333333334,1.0571428571428572,23,1.0277777777777777
UFC Fight Night: Edwards vs. Brady,Lone'er Kavanagh vs. Felipe dos Santos,2025-03-22,W/L,Flyweight Bout,Decision - Unanimous ,Felipe dos Santos,Lone'er Kavanagh,1.0,39.5,54.5,39.5,99.0,42.0,50.0,94.0,25.45927446954141,54.5,12.0,46.5,51.0,22.0,14.75,56.25,22.99247091033539,30.5,53.0,2.8000000000000003,24.525667351129364,58.0,30.666666666666668,24.525667351129364,6.6,11.5,30.5,10.333333333333334,1.0151515151515151,77,1.044776119402985
UFC Fight Night: Edwards vs. Brady,Marcin Tybura vs. Mick Parkin,2025-03-22,W/L,Heavyweight Bout,Decision - Unanimous ,Marcin Tybura,Mick Parkin,1.0,54.8,60.0,49.333333333333336,127.0,32.0,92.0,118.0,27.802874743326488,55.333333333333336,16.0,27.727272727272727,57.14619685269094,20.333333333333332,8.409090909090908,40.5,30.417522245037645,36.6,83.0,2.522222222222222,39.36481861738535,95.0,23.0,39.36481861738535,6.532258064516128,4.6,37.666666666666664,10.0,0.9868421052631579,151,0.9873417721518988
UFC Fight Night: Edwards vs. Brady,Molly McCann vs. Alexia Thainara,2025-03-22,L/W,Women's Strawweight Bout,Submission ,Alexia Thainara,Molly McCann,0.0,44.714285714285715,53.92857142857143,22.0,11.0,11.0,126.0,6.0,28.06297056810404,27.666666666666668,28.0,6.0,41.74853540799564,7.0,1.0,11.0,29.336071184120467,37.285714285714285,7.0,2.4264705882352944,29.336071184120467,127.0,6.0,29.336071184120467,2.4264705882352944,10.428571428571429,17.333333333333332,1.0,1.0,14,1.0806451612903225
UFC Fight Night: Edwards vs. Brady,Nathan Fletcher vs. Caolan Loughran,2025-03-22,L/W,Bantamweight Bout,Decision - Split ,Caolan Loughran,Nathan Fletcher,0.0,15.5,36.5,15.5,140.0,78.66666666666667,25.0,97.0,26.677618069815196,36.5,12.0,57.25,14.0,55.666666666666664,14.0,71.0,27.290896646132786,27.0,112.0,5.2444444444444445,28.843258042436688,59.0,61.666666666666664,28.843258042436688,9.333333333333334,6.0,27.0,14.333333333333334,0.9850746268656716,75,0.9714285714285714
UFC Fight Night: Edwards vs. Brady,Nathaniel Wood vs. Morgan Charriere,2025-03-22,W/L,Featherweight Bout,Decision - Unanimous ,Morgan Charriere,Nathaniel Wood,1.0,64.5,75.25,51.0,49.0,36.666666666666664,134.0,45.0,25.065023956194388,62.666666666666664,16.0,29.25,76.43493543291909,22.0,9.25,34.0,27.852156057494867,41.166666666666664,30.0,3.184301732925586,29.404517453798768,136.0,30.666666666666668,29.404517453798768,6.753246753246753,8.583333333333334,38.0,10.0,1.0303030303030303,87,1.0
UFC Fight Night: Edwards vs. Brady,Shauna Bannon vs. Puja Tomar,2025-03-22,W/L,Women's Strawweight Bout,Submission ,Puja Tomar,Shauna Bannon,1.0,57.666666666666664,61.0,57.666666666666664,95.0,65.5,73.0,94.0,29.744010951403148,61.0,24.0,60.5,68.15041161699538,25.5,30.0,65.5,30.507871321013006,27.333333333333332,29.0,5.318061088977423,31.293634496919918,77.0,60.5,31.293634496919918,6.333333333333333,21.666666666666668,27.333333333333332,30.0,0.9846153846153847,60,0.9076923076923077
UFC Fight Night: Moreno vs. Erceg,Brandon Moreno vs. Steve Erceg,2025-03-29,W/L,Flyweight Bout,Decision - Unanimous ,Brandon Moreno,Steve Erceg,1.0,58.333333333333336,66.33333333333333,77.0,147.0,111.0,115.0,129.0,27.871321013004792,78.66666666666667,25.0,59.5,54.69967928292123,73.33333333333333,10.666666666666666,67.77777777777777,22.817248459958932,46.333333333333336,133.0,4.44,31.307323750855577,116.0,106.0,31.307323750855577,6.066666666666666,12.833333333333334,61.666666666666664,22.333333333333332,0.9852941176470589,174,1.0294117647058822
UFC Fight Night: Moreno vs. Erceg,Christian Rodriguez vs. Melquizael Costa,2025-03-29,L/W,Featherweight Bout,Decision - Unanimous ,Christian Rodriguez,Melquizael Costa,0.0,28.166666666666668,39.5,17.666666666666668,83.0,47.0,93.0,63.0,26.351813826146476,36.0,48.0,26.375,31.168137991102355,31.333333333333332,8.375,42.0,24.175222450376456,15.333333333333334,64.0,4.683737024221453,27.279945242984258,100.0,30.666666666666668,27.279945242984258,6.85121107266436,15.666666666666666,16.666666666666668,12.333333333333334,0.9571428571428572,53,1.0
UFC Fight Night: Moreno vs. Erceg,David Martinez vs. Saimon Oliveira,2025-03-29,W/L,Bantamweight Bout,KO/TKO ,David Martinez,Saimon Oliveira,1.0,18.0,21.666666666666668,18.0,27.0,27.0,27.0,14.0,30.757015742642025,21.666666666666668,9.0,14.0,27.6423591340615,21.0,1.0,27.0,26.652977412731005,10.333333333333334,21.0,5.827338129496403,26.652977412731005,35.0,14.0,26.652977412731005,5.827338129496403,5.0,10.333333333333334,1.0,1.015625,25,0.9305555555555556
UFC Fight Night: Moreno vs. Erceg,Edgar Chairez vs. CJ Vergara,2025-03-29,W/L,Flyweight Bout,Submission ,CJ Vergara,Edgar Chairez,1.0,25.8,26.6,30.666666666666668,109.0,13.0,77.0,104.0,27.444216290212182,32.0,12.0,36.875,36.20796886527098,5.0,18.75,51.75,30.38740588637919,14.4,57.0,1.9150326797385622,33.779603011635864,79.0,10.666666666666666,33.779603011635864,9.154411764705882,4.2,19.0,5.0,0.9850746268656716,13,0.9577464788732394
UFC Fight Night: Moreno vs. Erceg,Jamall Emmers vs. Gabriel Miranda,2025-03-29,W/L,Featherweight Bout,KO/TKO ,Gabriel Miranda,Jamall Emmers,1.0,37.625,46.5,24.0,20.0,10.333333333333334,78.0,17.0,30.62012320328542,28.666666666666668,37.0,11.0,41.849121604623626,5.666666666666667,4.0,12.75,32.4435318275154,25.25,13.0,2.8141636104589938,35.011635865845314,103.0,9.0,35.011635865845314,4.390243902439025,14.5,18.666666666666668,3.0,1.0142857142857142,32,0.9594594594594594
