EVENT,BOUT,DATE,OUTCOME,WEIGHTCLASS,METHOD,fighter1,fighter2,fighter1_win,f2_distance_landed_avg,f2_sig_str_landed_avg,f2_recent_avg_distance_landed,f1_sig_str_landed_peak,f1_recent_avg_sig_str_landed,f2_distance_landed_peak,f1_distance_landed_peak,f2_age_at_fight_valley,f2_recent_avg_sig_str_landed,f2_body_landed_peak,f1_distance_landed_avg,f2_sig_str_landed_dec_avg,f1_recent_avg_head_landed,f1_body_landed_avg,f1_sig_str_landed_avg,f1_age_at_fight_valley,f2_head_landed_avg,f1_head_landed_peak,f1_recent_avg_sig_str_per_min,f1_age_at_fight_peak,f2_sig_str_landed_peak,f1_recent_avg_distance_landed,f1_age_at_fight,f1_sig_str_per_min_peak,f2_body_landed_avg,f2_recent_avg_head_landed,f1_recent_avg_body_landed,ratio_HEIGHT,f1_distance_att,ratio_REACH
UFC 36: Worlds Collide,Evan Tanner vs. Elvis Sinosic,2002-03-22,W/L,Light Heavyweight Bout,TKO - Doctor's Stoppage ,Elvis Sinosic,Evan Tanner,1.0,3.0,15.0,1.0,4.0,3.0,10.0,3.0,27.906913073237508,3.6666666666666665,11.0,2.3333333333333335,13.040471397378322,0.6666666666666666,1.0,3.0,30.028747433264886,9.0,2.0,1.1504976423800468,31.10198494182067,32.0,2.3333333333333335,31.10198494182067,1.9047619047619047,3.6666666666666665,2.3333333333333335,1.0,1.0416666666666667,5,1.0405405405405406
UFC 36: Worlds Collide,Frank Mir vs. Pete Williams,2002-03-22,W/L,Heavyweight Bout,Submission ,Frank Mir,Pete Williams,1.0,5.0,8.875,0.6666666666666666,4.0,3.5,14.0,4.0,22.847364818617386,3.3333333333333335,7.0,3.5,7.756020141800206,1.0,0.5,3.5,22.444900752908968,5.0,1.0,3.993311036789298,22.82819986310746,22.0,3.5,22.82819986310746,5.217391304347826,1.75,2.3333333333333335,0.5,1.0,6,1.0180412371134022
UFC 36: Worlds Collide,Josh Barnett vs. Randy Couture,2002-03-22,W/L,UFC Heavyweight Title Bout,KO/TKO ,Josh Barnett,Randy Couture,1.0,6.0,28.25,15.333333333333334,44.0,23.666666666666668,28.0,29.0,33.93839835728953,42.666666666666664,8.0,6.2,41.23934439818817,17.666666666666668,5.2,25.4,23.019849418206707,21.75,31.0,2.898488219017335,24.361396303901437,69.0,0.3333333333333333,24.361396303901437,4.591304347826087,2.5,30.333333333333332,5.0,1.0273972602739727,2,1.04
UFC 36: Worlds Collide,Matt Hughes vs. Hayato Sakurai,2002-03-22,W/L,UFC Welterweight Title Bout,KO/TKO ,Hayato Sakurai,Matt Hughes,1.0,4.2,28.0,2.6666666666666665,5.0,5.0,13.0,5.0,25.946611909650922,15.0,29.0,5.0,18.36876961779727,4.0,0.0,5.0,26.576317590691307,20.6,4.0,0.2775208140610546,26.576317590691307,77.0,5.0,26.576317590691307,0.2775208140610546,7.4,13.666666666666666,0.0,0.9710144927536232,12,0.9465753424657534
UFC 36: Worlds Collide,Matt Lindland vs. Pat Miletich,2002-03-22,W/L,Middleweight Bout,KO/TKO ,Matt Lindland,Pat Miletich,1.0,7.6,14.7,10.333333333333334,71.0,37.666666666666664,24.0,12.0,30.00958247775496,13.0,12.0,3.75,16.479359900713415,27.666666666666668,3.25,32.5,30.584531143052704,7.3,49.0,4.205213575945283,31.8466803559206,28.0,5.0,31.8466803559206,6.34920634920635,3.9,7.666666666666667,4.333333333333333,1.0285714285714285,2,1.0292072322670374
UFC 36: Worlds Collide,Matt Serra vs. Kelly Dullanty,2002-03-22,W/L,Lightweight Bout,Submission ,Kelly Dullanty,Matt Serra,1.0,2.6666666666666665,7.0,2.6666666666666665,0.0,0.0,5.0,0.0,26.921286789869953,7.0,4.0,0.0,9.453639077724196,0.0,0.0,0.0,24.37782340862423,3.3333333333333335,0.0,0.0,24.37782340862423,10.0,0.0,24.37782340862423,0.0,2.0,3.3333333333333335,0.0,1.0303030303030303,0,1.026470588235294
UFC 36: Worlds Collide,Pedro Rizzo vs. Andrei Arlovski,2002-03-22,W/L,Heavyweight Bout,KO/TKO ,Andrei Arlovski,Pedro Rizzo,1.0,15.5,19.0,21.333333333333332,38.0,17.0,29.0,37.0,24.45448323066393,27.333333333333332,3.0,15.333333333333334,19.48627943550435,7.0,0.3333333333333333,17.0,21.78507871321013,10.2,10.0,2.1273952572042973,23.12662559890486,42.0,15.333333333333334,23.12662559890486,3.234042553191489,0.8,15.0,0.3333333333333333,1.0273972602739727,93,1.0144927536231882
UFC 36: Worlds Collide,Sean Sherk vs. Jutaro Nakao,2002-03-22,W/L,Welterweight Bout,Decision - Unanimous ,Jutaro Nakao,Sean Sherk,1.0,1.5,16.5,1.5,8.0,6.0,2.0,6.0,27.55373032169747,16.5,1.0,4.0,12.0,2.0,1.0,6.0,30.82819986310746,13.5,3.0,0.8952380952380952,31.307323750855577,21.0,4.0,31.307323750855577,1.5238095238095237,0.5,13.5,1.0,1.0454545454545454,14,1.0582089552238807
UFC 37: High Impact,BJ Penn vs. Paul Creighton,2002-05-10,W/L,Lightweight Bout,KO/TKO ,BJ Penn,Paul Creighton,1.0,1.0,6.0,1.0,49.0,31.0,1.0,39.0,31.9315537303217,6.0,4.0,9.0,,19.0,5.2,24.2,22.390143737166323,2.0,35.0,11.294938249292125,23.405886379192335,6.0,14.0,23.405886379192335,27.272727272727273,4.0,2.0,6.333333333333333,1.0454545454545454,7,1.0309278350515463
UFC 37: High Impact,Benji Radach vs. Steve Berger,2002-05-10,NC/NC,Welterweight Bout,Overturned ,Benji Radach,Steve Berger,0.0,1.0,1.0,1.0,10.0,10.0,2.0,1.0,27.956194387405887,1.0,0.0,1.0,2.0,10.0,0.0,10.0,23.096509240246405,1.0,10.0,22.22222222222222,23.096509240246405,2.0,1.0,23.096509240246405,22.22222222222222,0.0,1.0,0.0,0.9859154929577465,1,0.9903846153846153
UFC 37: High Impact,Caol Uno vs. Yves Edwards,2002-05-10,W/L,Lightweight Bout,Decision - Unanimous ,Caol Uno,Yves Edwards,1.0,3.5,11.0,3.5,50.0,9.0,5.0,41.0,24.993839835728952,11.0,4.0,12.25,9.0,5.0,1.5,19.25,25.79876796714579,4.5,29.0,1.9037037037037037,27.006160164271048,13.0,2.6666666666666665,27.006160164271048,4.444444444444445,3.5,4.5,0.6666666666666666,0.9710144927536232,13,0.958904109589041
UFC 37: High Impact,Ivan Salaverry vs. Andrei Semenov,2002-05-10,W/L,Middleweight Bout,KO/TKO ,Andrei Semenov,Ivan Salaverry,1.0,26.0,43.0,26.0,5.0,5.0,26.0,5.0,31.326488706365502,43.0,6.0,4.0,,4.0,0.0,5.0,24.569472963723477,20.0,5.0,0.5570977496685078,24.895277207392198,43.0,4.0,24.895277207392198,0.7125890736342043,6.0,20.0,0.0,1.0,44,1.0
UFC 37: High Impact,Murilo Bustamante vs. Matt Lindland,2002-05-10,W/L,UFC Middleweight Title Bout,Submission ,Matt Lindland,Murilo Bustamante,1.0,6.0,13.0,8.0,71.0,42.0,13.0,12.0,33.70841889117043,13.666666666666666,2.0,4.4,11.646955106143352,24.666666666666668,4.4,33.0,30.584531143052704,11.5,49.0,4.704280904280904,31.980835044490075,17.0,6.333333333333333,31.980835044490075,6.34920634920635,1.25,12.0,6.333333333333333,0.972972972972973,28,0.9762532981530343
UFC 37: High Impact,Phil Baroni vs. Amar Suloev,2002-05-10,W/L,Middleweight Bout,KO/TKO ,Amar Suloev,Phil Baroni,1.0,3.0,27.333333333333332,3.0,26.0,17.5,4.0,26.0,24.856947296372347,27.333333333333332,26.0,16.5,34.94674475025713,10.5,1.0,17.5,25.530458590006845,16.0,14.0,2.375046554934823,25.856262833675565,39.0,16.5,25.856262833675565,3.016759776536313,10.666666666666666,16.0,1.0,1.0,13,0.9888888888888889
UFC 37: High Impact,Ricco Rodriguez vs. Tsuyoshi Kohsaka,2002-05-10,W/L,Heavyweight Bout,KO/TKO ,Ricco Rodriguez,Tsuyoshi Kohsaka,1.0,11.166666666666666,18.833333333333332,6.0,42.0,29.0,32.0,7.0,28.019164955509925,10.333333333333334,4.0,3.75,18.936535656489994,22.666666666666668,5.0,29.25,23.860369609856264,10.666666666666666,26.0,2.7888079185437706,24.722792607802873,45.0,2.6666666666666665,24.722792607802873,3.230769230769231,3.0,3.3333333333333335,5.666666666666667,1.0704225352112675,3,1.0718157181571815
UFC 37: High Impact,Robbie Lawler vs. Aaron Riley,2002-05-10,W/L,Welterweight Bout,Decision - Unanimous ,Aaron Riley,Robbie Lawler,1.0,34.0,64.0,34.0,55.0,55.0,34.0,31.0,20.139630390143736,64.0,9.0,31.0,,18.0,18.0,55.0,21.415468856947296,52.0,18.0,3.6666666666666665,21.415468856947296,64.0,31.0,21.415468856947296,3.6666666666666665,9.0,52.0,18.0,0.9577464788732394,83,0.9324324324324325
UFC 37.5: As Real As It Gets,Benji Radach vs. Nick Serra,2002-06-22,W/L,Welterweight Bout,Decision - Unanimous ,Benji Radach,Nick Serra,1.0,0.0,0.0,0.0,26.0,18.0,0.0,3.0,24.238193018480494,0.0,0.0,2.0,,17.0,1.0,18.0,23.096509240246405,0.0,24.0,11.977777777777778,23.21423682409309,0.0,2.0,23.21423682409309,22.22222222222222,0.0,0.0,1.0,1.0144927536231885,9,1.016925246826516
UFC 37.5: As Real As It Gets,Chuck Liddell vs. Vitor Belfort,2002-06-22,W/L,Light Heavyweight Bout,Decision - Unanimous ,Chuck Liddell,Vitor Belfort,1.0,3.857142857142857,10.571428571428571,7.0,46.0,38.666666666666664,14.0,44.0,19.854893908281998,9.0,2.0,17.375,8.1447819443117,13.0,2.25,29.0,28.407939767282684,9.142857142857142,18.0,2.577777777777778,32.511978097193705,20.0,26.666666666666668,32.511978097193705,3.8333333333333335,0.2857142857142857,6.333333333333333,2.0,1.0277777777777777,53,1.027027027027027
UFC 37.5: As Real As It Gets,Pete Spratt vs. Zach Light,2002-06-22,W/L,Welterweight Bout,Submission ,Pete Spratt,Zach Light,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,28.372347707049965,2.0,0.0,2.0,,1.0,2.0,3.0,31.449691991786448,2.0,1.0,1.2413793103448276,31.449691991786448,2.0,2.0,31.449691991786448,1.2413793103448276,0.0,2.0,2.0,1.0147058823529411,4,1.012857142857143
UFC 37.5: As Real As It Gets,Robbie Lawler vs. Steve Berger,2002-06-22,W/L,Welterweight Bout,KO/TKO ,Robbie Lawler,Steve Berger,1.0,0.6666666666666666,4.333333333333333,0.6666666666666666,64.0,46.0,2.0,34.0,27.956194387405887,4.333333333333333,8.0,18.5,0.7695294246090976,34.0,10.5,46.0,20.139630390143736,1.3333333333333333,52.0,4.702140672782875,20.257357973990416,11.0,18.5,20.257357973990416,5.137614678899082,2.6666666666666665,1.3333333333333333,10.5,1.0,14,1.0164835164835164
UFC 37.5: As Real As It Gets,Tony Fryklund vs. Rodrigo Ruas,2002-06-22,W/L,Middleweight Bout,KO/TKO ,Rodrigo Ruas,Tony Fryklund,1.0,2.0,21.666666666666668,2.0,11.0,11.0,6.0,9.0,26.338124572210816,21.666666666666668,6.0,9.0,2.5,5.0,0.0,11.0,24.709103353867214,18.666666666666668,5.0,1.284046692607004,24.709103353867214,60.0,9.0,24.709103353867214,1.284046692607004,2.3333333333333335,18.666666666666668,0.0,0.9722222222222222,24,0.9743243243243243
UFC 37.5: As Real As It Gets,Yves Edwards vs. Joao Pierini,2002-06-22,W/L,Lightweight Bout,KO/TKO ,Joao Pierini,Yves Edwards,1.0,4.0,9.333333333333334,4.0,1.0,1.0,5.0,1.0,24.993839835728952,9.333333333333334,4.0,1.0,11.281513304396505,1.0,0.0,1.0,30.529774127310063,4.0,1.0,0.759493670886076,30.529774127310063,13.0,1.0,30.529774127310063,0.759493670886076,2.3333333333333335,4.0,0.0,1.0579710144927537,7,1.0178082191780822
UFC 38: Brawl at the Hall,Evan Tanner vs. Chris Haseman,2002-07-13,W/L,Light Heavyweight Bout,Decision - Unanimous ,Chris Haseman,Evan Tanner,1.0,3.5714285714285716,22.857142857142858,3.3333333333333335,14.0,14.0,10.0,5.0,27.906913073237508,27.0,21.0,5.0,11.303326221125634,3.0,6.0,14.0,33.111567419575636,14.428571428571429,3.0,0.9333333333333333,33.111567419575636,70.0,5.0,33.111567419575636,0.9333333333333333,6.142857142857143,18.0,6.0,0.9861111111111112,9,0.991891891891892
UFC 38: Brawl at the Hall,Genki Sudo vs. Leigh Remedios,2002-07-13,W/L,Lightweight Bout,Submission ,Genki Sudo,Leigh Remedios,1.0,3.0,5.0,3.0,9.0,9.0,3.0,3.0,26.496919917864478,5.0,1.0,3.0,,8.0,0.0,9.0,24.347707049965777,1.0,8.0,1.35678391959799,24.347707049965777,5.0,3.0,24.347707049965777,1.35678391959799,1.0,1.0,0.0,1.0298507462686568,18,1.0276162790697676
UFC 38: Brawl at the Hall,Ian Freeman vs. Frank Mir,2002-07-13,W/L,Heavyweight Bout,KO/TKO ,Frank Mir,Ian Freeman,1.0,1.25,20.0,1.6666666666666667,6.0,4.333333333333333,3.0,4.0,33.3305954825462,26.666666666666668,5.0,3.6666666666666665,16.569985027585428,1.0,1.3333333333333333,4.333333333333333,22.444900752908968,17.5,1.0,3.0985709942231683,23.137577002053387,34.0,3.6666666666666665,23.137577002053387,5.217391304347826,2.25,23.333333333333332,1.3333333333333333,1.056338028169014,8,1.070460704607046
UFC 38: Brawl at the Hall,Mark Weir vs. Eugene Jackson,2002-07-13,W/L,Middleweight Bout,KO/TKO ,Eugene Jackson,Mark Weir,1.0,1.0,4.0,1.0,22.0,0.6666666666666666,1.0,13.0,34.8145106091718,4.0,0.0,4.142857142857143,,0.6666666666666666,1.1428571428571428,7.285714285714286,32.8104038329911,4.0,19.0,0.1347767488370071,35.80287474332649,4.0,0.6666666666666666,35.80287474332649,3.324538258575198,0.0,4.0,0.0,0.918918918918919,1,0.9274406332453826
UFC 38: Brawl at the Hall,Matt Hughes vs. Carlos Newton,2002-07-13,W/L,UFC Welterweight Title Bout,KO/TKO ,Carlos Newton,Matt Hughes,1.0,3.5,33.0,2.6666666666666665,20.0,6.333333333333333,13.0,19.0,25.946611909650922,34.0,29.0,5.8,23.964499479907445,3.3333333333333335,1.6,8.0,21.741273100616016,25.0,10.0,0.5207108456260046,25.90280629705681,77.0,3.3333333333333335,25.90280629705681,1.1538461538461537,8.0,29.333333333333332,2.0,1.0,6,0.9712328767123288
UFC 38: Brawl at the Hall,Phillip Miller vs. James Zikic,2002-07-13,W/L,Light Heavyweight Bout,Decision - Unanimous ,James Zikic,Phillip Miller,1.0,8.0,30.0,8.0,29.0,29.0,8.0,8.0,23.392197125256672,30.0,4.0,8.0,,20.0,8.0,29.0,25.366187542778917,24.0,20.0,1.9333333333333333,25.366187542778917,30.0,8.0,25.366187542778917,1.9333333333333333,4.0,24.0,8.0,1.0422535211267605,25,1.0438356164383562
UFC 38: Brawl at the Hall,Renato Sobral vs. Elvis Sinosic,2002-07-13,W/L,Light Heavyweight Bout,Decision - Unanimous ,Elvis Sinosic,Renato Sobral,1.0,4.333333333333333,17.0,4.333333333333333,7.0,4.666666666666667,9.0,6.0,25.196440793976727,17.0,2.0,3.25,3.850992438232078,1.6666666666666667,1.5,4.0,30.028747433264886,13.666666666666666,3.0,1.0734950584007188,31.411362080766597,42.0,3.6666666666666665,31.411362080766597,1.9047619047619047,1.0,13.666666666666666,1.6666666666666667,1.0273972602739727,18,1.0266666666666666
UFC 39: The Warriors Return,BJ Penn vs. Matt Serra,2002-09-27,W/L,Lightweight Bout,Decision - Unanimous ,BJ Penn,Matt Serra,1.0,2.75,7.25,2.0,49.0,40.0,5.0,39.0,26.921286789869953,6.333333333333333,4.0,9.5,6.432039023269601,21.333333333333332,6.0,25.5,22.390143737166323,3.5,35.0,2.9151402694941453,23.789185489390828,10.0,17.666666666666668,23.789185489390828,27.272727272727273,2.0,3.0,9.666666666666666,1.0454545454545454,24,1.0294117647058822
UFC 39: The Warriors Return,Caol Uno vs. Din Thomas,2002-09-27,W/L,Lightweight Bout,Decision - Unanimous ,Caol Uno,Din Thomas,1.0,5.0,18.0,5.0,50.0,18.0,11.0,41.0,24.750171115674195,18.0,1.0,10.8,22.67877224392512,11.0,2.4,22.4,25.79876796714579,17.666666666666668,29.0,1.2,27.38945927446954,42.0,3.6666666666666665,27.38945927446954,4.444444444444445,0.3333333333333333,17.666666666666668,2.6666666666666665,0.9710144927536232,10,0.9900990099009901
UFC 39: The Warriors Return,Gan McGee vs. Pedro Rizzo,2002-09-27,W/L,Heavyweight Bout,KO/TKO ,Gan McGee,Pedro Rizzo,1.0,15.363636363636363,18.545454545454547,16.333333333333332,17.0,13.5,29.0,17.0,24.45448323066393,18.0,3.0,9.0,20.962681688176335,11.0,1.5,13.5,23.991786447638603,9.636363636363637,13.0,2.2226480836236933,25.8507871321013,42.0,9.0,25.8507871321013,3.4,0.7272727272727273,7.333333333333333,1.5,1.1232876712328768,57,1.1146245059288535
UFC 39: The Warriors Return,Matt Lindland vs. Ivan Salaverry,2002-09-27,W/L,Middleweight Bout,Decision - Unanimous ,Ivan Salaverry,Matt Lindland,1.0,4.666666666666667,30.166666666666668,4.333333333333333,43.0,37.5,12.0,27.0,30.584531143052704,23.666666666666668,9.0,26.5,34.14201390728402,12.0,8.0,37.5,31.326488706365502,20.0,20.0,2.793574297188755,31.709787816564,71.0,26.5,31.709787816564,3.453815261044177,3.6666666666666665,13.0,8.0,1.0,62,1.0
UFC 39: The Warriors Return,Phil Baroni vs. Dave Menne,2002-09-27,W/L,Middleweight Bout,KO/TKO ,Dave Menne,Phil Baroni,1.0,4.25,22.5,5.333333333333333,70.0,28.333333333333332,8.0,24.0,24.856947296372347,17.0,26.0,10.0,24.798595119839664,13.666666666666666,7.25,30.5,25.61533196440794,14.0,38.0,2.8583979328165374,28.164271047227928,39.0,10.666666666666666,28.164271047227928,3.3333333333333335,8.0,14.333333333333334,7.0,1.0144927536231885,7,0.9986111111111112
UFC 39: The Warriors Return,Ricco Rodriguez vs. Randy Couture,2002-09-27,W/L,UFC Heavyweight Title Bout,KO/TKO ,Randy Couture,Ricco Rodriguez,1.0,4.4,31.2,4.666666666666667,69.0,32.666666666666664,7.0,28.0,23.860369609856264,33.333333333333336,14.0,6.333333333333333,28.84704044612298,24.0,2.7777777777777777,29.444444444444443,33.93839835728953,25.0,51.0,2.212114661824955,39.266255989048595,42.0,9.0,39.266255989048595,4.974093264248705,4.8,26.0,3.3333333333333335,0.9605263157894737,26,0.9481668773704173
UFC 39: The Warriors Return,Sean Sherk vs. Benji Radach,2002-09-27,W/L,Welterweight Bout,TKO - Doctor's Stoppage ,Benji Radach,Sean Sherk,1.0,1.0,13.0,1.0,26.0,14.333333333333334,2.0,4.0,27.55373032169747,13.0,1.0,2.6666666666666665,17.593544877625018,13.333333333333334,1.0,14.333333333333334,23.096509240246405,11.0,24.0,8.532060185185186,23.479808350444902,21.0,2.6666666666666665,23.479808350444902,22.22222222222222,0.3333333333333333,11.0,1.0,1.0606060606060606,10,1.0761194029850745
UFC 39: The Warriors Return,Tim Sylvia vs. Wesley Correira,2002-09-27,W/L,Heavyweight Bout,KO/TKO ,Tim Sylvia,Wesley Correira,1.0,24.0,26.0,24.0,138.0,138.0,24.0,91.0,23.876796714579054,26.0,4.0,91.0,,115.0,13.0,138.0,26.562628336755647,21.0,115.0,20.54590570719603,26.562628336755647,26.0,91.0,26.562628336755647,20.54590570719603,4.0,21.0,13.0,1.0666666666666667,155,1.0243277848911652
UFC 40: Vendetta,Andrei Arlovski vs. Ian Freeman,2002-11-22,W/L,Heavyweight Bout,KO/TKO ,Andrei Arlovski,Ian Freeman,1.0,1.2,16.2,1.6666666666666667,38.0,21.0,3.0,37.0,33.3305954825462,21.666666666666668,5.0,14.0,24.66258793831396,9.0,0.25,16.25,21.78507871321013,14.0,10.0,4.98986611967516,23.797399041752225,34.0,18.0,23.797399041752225,10.769230769230768,1.8,19.0,0.3333333333333333,1.056338028169014,22,1.043360433604336
UFC 40: Vendetta,Carlos Newton vs. Pete Spratt,2002-11-22,W/L,Welterweight Bout,Submission ,Carlos Newton,Pete Spratt,1.0,1.5,2.0,1.5,20.0,1.6666666666666667,2.0,19.0,31.449691991786448,2.0,2.0,4.833333333333333,2.9999999999999996,1.0,1.3333333333333333,6.666666666666667,21.741273100616016,0.5,10.0,0.15707448198964094,26.26420260095825,3.0,0.3333333333333333,26.26420260095825,1.1538461538461537,1.0,0.5,0.6666666666666666,1.0,0,1.0
UFC 40: Vendetta,Chuck Liddell vs. Renato Sobral,2002-11-22,W/L,Light Heavyweight Bout,KO/TKO ,Chuck Liddell,Renato Sobral,1.0,5.75,15.25,6.333333333333333,46.0,34.0,10.0,44.0,25.196440793976727,18.0,2.0,16.77777777777778,20.7337631297985,12.0,2.111111111111111,27.22222222222222,28.407939767282684,10.75,18.0,3.4634920634920636,32.930869267624914,42.0,25.333333333333332,32.930869267624914,4.457142857142857,0.75,13.0,2.0,1.0136986301369864,34,1.0133333333333334
UFC 40: Vendetta,Matt Hughes vs. Gil Castillo,2002-11-22,W/L,UFC Welterweight Title Bout,TKO - Doctor's Stoppage ,Gil Castillo,Matt Hughes,1.0,3.5714285714285716,31.428571428571427,4.0,17.0,9.0,13.0,7.0,25.946611909650922,38.666666666666664,29.0,4.333333333333333,33.08660205072571,7.333333333333333,1.0,9.0,35.937029431895965,23.428571428571427,16.0,0.5644444444444444,37.086926762491444,77.0,4.333333333333333,37.086926762491444,1.1333333333333333,7.714285714285714,31.666666666666668,1.0,1.0,2,0.9712328767123288
UFC 40: Vendetta,Phillip Miller vs. Mark Weir,2002-11-22,W/L,Middleweight Bout,Submission ,Mark Weir,Phillip Miller,1.0,4.0,20.0,4.0,19.0,11.5,8.0,3.0,23.392197125256672,20.0,4.0,2.0,30.0,11.5,0.0,11.5,34.8145106091718,15.0,19.0,12.966101694915254,35.175906913073234,30.0,2.0,35.175906913073234,24.0,4.0,15.0,0.0,1.0422535211267605,6,1.0383561643835617
UFC 40: Vendetta,Robbie Lawler vs. Tiki Ghosn,2002-11-22,W/L,Welterweight Bout,KO/TKO ,Robbie Lawler,Tiki Ghosn,1.0,7.666666666666667,10.666666666666666,7.666666666666667,64.0,32.333333333333336,15.0,34.0,23.080082135523615,10.666666666666666,10.0,13.666666666666666,9.994677097545111,24.333333333333332,7.0,32.333333333333336,20.139630390143736,4.0,52.0,4.258355954139893,20.67624914442163,24.0,13.666666666666666,20.67624914442163,5.137614678899082,3.6666666666666665,4.0,7.0,1.0142857142857142,9,1.0292072322670374
UFC 40: Vendetta,Tito Ortiz vs. Ken Shamrock,2002-11-22,W/L,UFC Light Heavyweight Title Bout,KO/TKO ,Ken Shamrock,Tito Ortiz,1.0,4.7272727272727275,29.545454545454547,10.666666666666666,29.0,17.333333333333332,24.0,8.0,22.349075975359344,57.666666666666664,8.0,2.5555555555555554,29.67840943194528,12.666666666666666,2.3333333333333335,11.666666666666666,30.576317590691307,22.818181818181817,26.0,1.5310344827586206,38.77891854893908,74.0,4.333333333333333,38.77891854893908,3.793103448275862,2.6363636363636362,37.666666666666664,4.333333333333333,0.9733333333333334,28,0.972972972972973
UFC 40: Vendetta,Vladimir Matyushenko vs. Travis Wiuff,2002-11-22,W/L,Heavyweight Bout,KO/TKO ,Travis Wiuff,Vladimir Matyushenko,1.0,3.0,20.0,3.0,0.0,0.0,8.0,0.0,30.483230663928815,20.0,5.0,0.0,18.057501085069518,0.0,0.0,0.0,24.689938398357288,13.333333333333334,0.0,0.0,24.689938398357288,24.0,0.0,24.689938398357288,0.0,4.333333333333333,13.333333333333334,0.0,1.0416666666666667,0,1.0418918918918918
UFC 41: Onslaught,BJ Penn vs. Caol Uno,2003-02-28,D/D,UFC Lightweight Title Bout,Decision - Split ,BJ Penn,Caol Uno,0.0,14.666666666666666,29.333333333333332,15.0,67.0,46.0,41.0,39.0,25.79876796714579,39.333333333333336,12.0,11.571428571428571,22.432338297834036,24.333333333333332,8.142857142857142,31.428571428571427,22.390143737166323,14.666666666666666,44.0,3.155140269494145,24.210814510609172,64.0,12.666666666666666,24.210814510609172,27.272727272727273,4.0,17.333333333333332,15.0,1.0298507462686568,43,1.0
UFC 41: Onslaught,Din Thomas vs. Matt Serra,2003-02-28,W/L,Lightweight Bout,Decision - Split ,Din Thomas,Matt Serra,1.0,4.0,11.0,4.0,42.0,27.333333333333332,9.0,22.0,26.921286789869953,12.0,15.0,9.25,6.964967302749439,23.333333333333332,1.75,20.75,24.750171115674195,3.8,41.0,1.8222222222222222,26.417522245037645,26.0,12.333333333333334,26.417522245037645,2.8,4.6,3.6666666666666665,2.3333333333333335,1.0454545454545454,54,1.0397058823529413
UFC 41: Onslaught,Frank Mir vs. David Abbott,2003-02-28,W/L,Heavyweight Bout,Submission ,David Abbott,Frank Mir,1.0,2.75,3.25,2.6666666666666665,21.0,9.333333333333334,4.0,15.0,22.444900752908968,3.3333333333333335,3.0,3.125,4.491312774847506,9.333333333333334,0.5,9.0625,30.21492128678987,0.75,20.0,6.2081458673748,37.842573579739906,6.0,2.3333333333333335,37.842573579739906,21.0,1.0,0.6666666666666666,0.0,0.96,4,0.9544303797468355
UFC 41: Onslaught,Gan McGee vs. Alexandre Dantas,2003-02-28,W/L,Heavyweight Bout,KO/TKO ,Alexandre Dantas,Gan McGee,1.0,6.333333333333333,12.0,6.333333333333333,14.0,7.5,17.0,1.0,23.991786447638603,12.0,3.0,0.5,14.917221363151931,7.0,0.0,7.5,21.56331279945243,10.333333333333334,14.0,0.665303554576911,23.99726214921287,17.0,0.5,23.99726214921287,1.1229946524064172,1.0,10.333333333333334,0.0,0.9024390243902439,3,0.9078014184397163
UFC 41: Onslaught,Matt Lindland vs. Phil Baroni,2003-02-28,W/L,Middleweight Bout,Decision - Unanimous ,Matt Lindland,Phil Baroni,1.0,4.4,26.8,5.666666666666667,71.0,30.333333333333332,8.0,12.0,24.856947296372347,21.0,29.0,4.714285714285714,19.155197415465782,17.0,4.285714285714286,31.571428571428573,30.584531143052704,14.2,49.0,2.2545454545454544,32.785763175906915,44.0,6.0,32.785763175906915,6.34920634920635,12.2,11.0,5.666666666666667,1.0434782608695652,27,1.0277777777777777
UFC 41: Onslaught,Tim Sylvia vs. Ricco Rodriguez,2003-02-28,W/L,UFC Heavyweight Title Bout,KO/TKO ,Ricco Rodriguez,Tim Sylvia,1.0,49.0,75.0,49.0,42.0,21.666666666666668,91.0,7.0,26.562628336755647,75.0,13.0,4.666666666666667,138.0,18.666666666666668,4.166666666666667,27.166666666666668,23.860369609856264,62.5,34.0,2.056799803294395,25.527720739219713,138.0,4.333333333333333,25.527720739219713,3.230769230769231,7.0,62.5,2.0,0.95,9,0.9887499999999999
UFC 41: Onslaught,Vladimir Matyushenko vs. Pedro Rizzo,2003-02-28,W/L,Heavyweight Bout,Decision - Unanimous ,Pedro Rizzo,Vladimir Matyushenko,1.0,5.0,21.0,6.333333333333333,42.0,17.666666666666668,11.0,29.0,30.483230663928815,22.333333333333332,5.0,14.916666666666666,20.87160956318497,6.666666666666667,0.75,18.0,24.45448323066393,14.25,27.0,1.9659574468085106,28.824093086926762,24.0,16.666666666666668,28.824093086926762,3.3155080213903743,3.5,15.0,0.6666666666666666,1.0138888888888888,35,1.0256756756756757
UFC 41: Onslaught,Yves Edwards vs. Rich Clementi,2003-02-28,W/L,Lightweight Bout,Submission ,Rich Clementi,Yves Edwards,1.0,9.75,19.75,12.333333333333334,31.0,31.0,27.0,15.0,24.993839835728952,23.333333333333332,12.0,15.0,9.296274541077658,17.0,7.0,31.0,26.913073237508556,10.25,17.0,2.1959858323494688,26.913073237508556,51.0,15.0,26.913073237508556,2.1959858323494688,4.75,12.333333333333334,7.0,1.0,45,0.9863013698630136
