feature,timing
ground_strikes_absorbed_vs_peak,precomp
ground_strikes_absorbed_vs_valley,precomp
total_sub_absorbed_peak,precomp
total_sub_absorbed_valley,precomp
total_sub_absorbed_vs_peak,precomp
total_sub_absorbed_vs_valley,precomp
total_takedowns_absorbed_peak,precomp
total_takedowns_absorbed_valley,precomp
total_takedowns_absorbed_vs_peak,precomp
total_takedowns_absorbed_vs_valley,precomp
total_sig_strikes_absorbed_peak,precomp
total_sig_strikes_absorbed_valley,precomp
total_sig_strikes_absorbed_vs_peak,precomp
total_sig_strikes_absorbed_vs_valley,precomp
total_total_strikes_absorbed_peak,precomp
total_total_strikes_absorbed_valley,precomp
total_total_strikes_absorbed_vs_peak,precomp
total_total_strikes_absorbed_vs_valley,precomp
total_head_strikes_absorbed_peak,precomp
total_head_strikes_absorbed_valley,precomp
total_head_strikes_absorbed_vs_peak,precomp
total_head_strikes_absorbed_vs_valley,precomp
total_body_strikes_absorbed_peak,precomp
total_body_strikes_absorbed_valley,precomp
total_body_strikes_absorbed_vs_peak,precomp
total_body_strikes_absorbed_vs_valley,precomp
total_leg_strikes_absorbed_peak,precomp
total_leg_strikes_absorbed_valley,precomp
total_leg_strikes_absorbed_vs_peak,precomp
total_leg_strikes_absorbed_vs_valley,precomp
total_distance_strikes_absorbed_peak,precomp
total_distance_strikes_absorbed_valley,precomp
total_distance_strikes_absorbed_vs_peak,precomp
total_distance_strikes_absorbed_vs_valley,precomp
total_clinch_strikes_absorbed_peak,precomp
total_clinch_strikes_absorbed_valley,precomp
total_clinch_strikes_absorbed_vs_peak,precomp
total_clinch_strikes_absorbed_vs_valley,precomp
total_ground_strikes_absorbed_peak,precomp
total_ground_strikes_absorbed_valley,precomp
total_ground_strikes_absorbed_vs_peak,precomp
total_ground_strikes_absorbed_vs_valley,precomp
total_comp_time_peak,postcomp
total_comp_time_valley,postcomp
total_comp_time_vs_peak,postcomp
total_comp_time_vs_valley,postcomp
stamina_peak,postcomp
stamina_valley,postcomp
stamina_vs_peak,postcomp
stamina_vs_valley,postcomp
odds_peak,postcomp
odds_valley,postcomp
odds_vs_peak,postcomp
odds_vs_valley,postcomp
sub_acc_peak,precomp
sub_acc_valley,precomp
sub_acc_vs_peak,precomp
sub_acc_vs_valley,precomp
takedowns_acc_peak,precomp
takedowns_acc_valley,precomp
takedowns_acc_vs_peak,precomp
takedowns_acc_vs_valley,precomp
sig_strikes_acc_peak,precomp
sig_strikes_acc_valley,precomp
sig_strikes_acc_vs_peak,precomp
sig_strikes_acc_vs_valley,precomp
total_strikes_acc_peak,precomp
total_strikes_acc_valley,precomp
total_strikes_acc_vs_peak,precomp
total_strikes_acc_vs_valley,precomp
head_strikes_acc_peak,precomp
head_strikes_acc_valley,precomp
head_strikes_acc_vs_peak,precomp
head_strikes_acc_vs_valley,precomp
body_strikes_acc_peak,precomp
body_strikes_acc_valley,precomp
body_strikes_acc_vs_peak,precomp
body_strikes_acc_vs_valley,precomp
leg_strikes_acc_peak,precomp
leg_strikes_acc_valley,precomp
leg_strikes_acc_vs_peak,precomp
leg_strikes_acc_vs_valley,precomp
distance_strikes_acc_peak,precomp
distance_strikes_acc_valley,precomp
distance_strikes_acc_vs_peak,precomp
distance_strikes_acc_vs_valley,precomp
clinch_strikes_acc_peak,precomp
clinch_strikes_acc_valley,precomp
clinch_strikes_acc_vs_peak,precomp
clinch_strikes_acc_vs_valley,precomp
ground_strikes_acc_peak,precomp
ground_strikes_acc_valley,precomp
ground_strikes_acc_vs_peak,precomp
ground_strikes_acc_vs_valley,precomp
sub_def_peak,precomp
sub_def_valley,precomp
sub_def_vs_peak,precomp
sub_def_vs_valley,precomp
takedowns_def_peak,precomp
takedowns_def_valley,precomp
takedowns_def_vs_peak,precomp
takedowns_def_vs_valley,precomp
sig_strikes_def_peak,precomp
sig_strikes_def_valley,precomp
sig_strikes_def_vs_peak,precomp
sig_strikes_def_vs_valley,precomp
total_strikes_def_peak,precomp
total_strikes_def_valley,precomp
total_strikes_def_vs_peak,precomp
total_strikes_def_vs_valley,precomp
head_strikes_def_peak,precomp
head_strikes_def_valley,precomp
head_strikes_def_vs_peak,precomp
head_strikes_def_vs_valley,precomp
body_strikes_def_peak,precomp
body_strikes_def_valley,precomp
body_strikes_def_vs_peak,precomp
body_strikes_def_vs_valley,precomp
leg_strikes_def_peak,precomp
leg_strikes_def_valley,precomp
leg_strikes_def_vs_peak,precomp
leg_strikes_def_vs_valley,precomp
distance_strikes_def_peak,precomp
distance_strikes_def_valley,precomp
distance_strikes_def_vs_peak,precomp
distance_strikes_def_vs_valley,precomp
clinch_strikes_def_peak,precomp
clinch_strikes_def_valley,precomp
clinch_strikes_def_vs_peak,precomp
clinch_strikes_def_vs_valley,precomp
ground_strikes_def_peak,precomp
ground_strikes_def_valley,precomp
ground_strikes_def_vs_peak,precomp
ground_strikes_def_vs_valley,precomp
sub_attempts_per_min_peak,precomp
sub_attempts_per_min_valley,precomp
sub_attempts_per_min_vs_peak,precomp
sub_attempts_per_min_vs_valley,precomp
sub_landed_per_min_peak,precomp
sub_landed_per_min_valley,precomp
sub_landed_per_min_vs_peak,precomp
sub_landed_per_min_vs_valley,precomp
takedowns_landed_per_min_peak,precomp
takedowns_landed_per_min_valley,precomp
takedowns_landed_per_min_vs_peak,precomp
takedowns_landed_per_min_vs_valley,precomp
takedowns_attempts_per_min_peak,precomp
takedowns_attempts_per_min_valley,precomp
takedowns_attempts_per_min_vs_peak,precomp
takedowns_attempts_per_min_vs_valley,precomp
sig_strikes_landed_per_min_peak,precomp
sig_strikes_landed_per_min_valley,precomp
sig_strikes_landed_per_min_vs_peak,precomp
sig_strikes_landed_per_min_vs_valley,precomp
sig_strikes_attempts_per_min_peak,precomp
sig_strikes_attempts_per_min_valley,precomp
sig_strikes_attempts_per_min_vs_peak,precomp
sig_strikes_attempts_per_min_vs_valley,precomp
total_strikes_landed_per_min_peak,precomp
total_strikes_landed_per_min_valley,precomp
total_strikes_landed_per_min_vs_peak,precomp
total_strikes_landed_per_min_vs_valley,precomp
total_strikes_attempts_per_min_peak,precomp
total_strikes_attempts_per_min_valley,precomp
total_strikes_attempts_per_min_vs_peak,precomp
total_strikes_attempts_per_min_vs_valley,precomp
head_strikes_landed_per_min_peak,precomp
head_strikes_landed_per_min_valley,precomp
head_strikes_landed_per_min_vs_peak,precomp
head_strikes_landed_per_min_vs_valley,precomp
head_strikes_attempts_per_min_peak,precomp
head_strikes_attempts_per_min_valley,precomp
head_strikes_attempts_per_min_vs_peak,precomp
head_strikes_attempts_per_min_vs_valley,precomp
body_strikes_landed_per_min_peak,precomp
body_strikes_landed_per_min_valley,precomp
body_strikes_landed_per_min_vs_peak,precomp
body_strikes_landed_per_min_vs_valley,precomp
body_strikes_attempts_per_min_peak,precomp
body_strikes_attempts_per_min_valley,precomp
body_strikes_attempts_per_min_vs_peak,precomp
body_strikes_attempts_per_min_vs_valley,precomp
leg_strikes_landed_per_min_peak,precomp
leg_strikes_landed_per_min_valley,precomp
leg_strikes_landed_per_min_vs_peak,precomp
leg_strikes_landed_per_min_vs_valley,precomp
leg_strikes_attempts_per_min_peak,precomp
leg_strikes_attempts_per_min_valley,precomp
leg_strikes_attempts_per_min_vs_peak,precomp
leg_strikes_attempts_per_min_vs_valley,precomp
distance_strikes_landed_per_min_peak,precomp
distance_strikes_landed_per_min_valley,precomp
distance_strikes_landed_per_min_vs_peak,precomp
distance_strikes_landed_per_min_vs_valley,precomp
distance_strikes_attempts_per_min_peak,precomp
distance_strikes_attempts_per_min_valley,precomp
distance_strikes_attempts_per_min_vs_peak,precomp
distance_strikes_attempts_per_min_vs_valley,precomp
clinch_strikes_landed_per_min_peak,precomp
clinch_strikes_landed_per_min_valley,precomp
clinch_strikes_landed_per_min_vs_peak,precomp
clinch_strikes_landed_per_min_vs_valley,precomp
clinch_strikes_attempts_per_min_peak,precomp
clinch_strikes_attempts_per_min_valley,precomp
clinch_strikes_attempts_per_min_vs_peak,precomp
clinch_strikes_attempts_per_min_vs_valley,precomp
ground_strikes_landed_per_min_peak,precomp
ground_strikes_landed_per_min_valley,precomp
ground_strikes_landed_per_min_vs_peak,precomp
ground_strikes_landed_per_min_vs_valley,precomp
ground_strikes_attempts_per_min_peak,precomp
ground_strikes_attempts_per_min_valley,precomp
ground_strikes_attempts_per_min_vs_peak,precomp
ground_strikes_attempts_per_min_vs_valley,precomp
knockdowns_differential_peak,precomp
knockdowns_differential_valley,precomp
knockdowns_differential_vs_peak,precomp
knockdowns_differential_vs_valley,precomp
days_since_last_comp_differential_peak,precomp
days_since_last_comp_differential_valley,precomp
days_since_last_comp_differential_vs_peak,precomp
days_since_last_comp_differential_vs_valley,precomp
sub_attempts_differential_peak,precomp
sub_attempts_differential_valley,precomp
sub_attempts_differential_vs_peak,precomp
sub_attempts_differential_vs_valley,precomp
sub_landed_differential_peak,precomp
sub_landed_differential_valley,precomp
sub_landed_differential_vs_peak,precomp
sub_landed_differential_vs_valley,precomp
reversals_differential_peak,precomp
reversals_differential_valley,precomp
reversals_differential_vs_peak,precomp
reversals_differential_vs_valley,precomp
control_differential_peak,precomp
control_differential_valley,precomp
control_differential_vs_peak,precomp
control_differential_vs_valley,precomp
takedowns_landed_differential_peak,precomp
takedowns_landed_differential_valley,precomp
takedowns_landed_differential_vs_peak,precomp
takedowns_landed_differential_vs_valley,precomp
takedowns_attempts_differential_peak,precomp
takedowns_attempts_differential_valley,precomp
takedowns_attempts_differential_vs_peak,precomp
takedowns_attempts_differential_vs_valley,precomp
sig_strikes_landed_differential_peak,precomp
sig_strikes_landed_differential_valley,precomp
sig_strikes_landed_differential_vs_peak,precomp
sig_strikes_landed_differential_vs_valley,precomp
sig_strikes_attempts_differential_peak,precomp
sig_strikes_attempts_differential_valley,precomp
sig_strikes_attempts_differential_vs_peak,precomp
sig_strikes_attempts_differential_vs_valley,precomp
total_strikes_landed_differential_peak,precomp
total_strikes_landed_differential_valley,precomp
total_strikes_landed_differential_vs_peak,precomp
total_strikes_landed_differential_vs_valley,precomp
total_strikes_attempts_differential_peak,precomp
total_strikes_attempts_differential_valley,precomp
total_strikes_attempts_differential_vs_peak,precomp
total_strikes_attempts_differential_vs_valley,precomp
head_strikes_landed_differential_peak,precomp
head_strikes_landed_differential_valley,precomp
head_strikes_landed_differential_vs_peak,precomp
head_strikes_landed_differential_vs_valley,precomp
head_strikes_attempts_differential_peak,precomp
head_strikes_attempts_differential_valley,precomp
head_strikes_attempts_differential_vs_peak,precomp
head_strikes_attempts_differential_vs_valley,precomp
body_strikes_landed_differential_peak,precomp
body_strikes_landed_differential_valley,precomp
body_strikes_landed_differential_vs_peak,precomp
body_strikes_landed_differential_vs_valley,precomp
body_strikes_attempts_differential_peak,precomp
body_strikes_attempts_differential_valley,precomp
body_strikes_attempts_differential_vs_peak,precomp
body_strikes_attempts_differential_vs_valley,precomp
leg_strikes_landed_differential_peak,precomp
leg_strikes_landed_differential_valley,precomp
leg_strikes_landed_differential_vs_peak,precomp
leg_strikes_landed_differential_vs_valley,precomp
leg_strikes_attempts_differential_peak,precomp
leg_strikes_attempts_differential_valley,precomp
leg_strikes_attempts_differential_vs_peak,precomp
leg_strikes_attempts_differential_vs_valley,precomp
distance_strikes_landed_differential_peak,precomp
distance_strikes_landed_differential_valley,precomp
distance_strikes_landed_differential_vs_peak,precomp
distance_strikes_landed_differential_vs_valley,precomp
distance_strikes_attempts_differential_peak,precomp
distance_strikes_attempts_differential_valley,precomp
distance_strikes_attempts_differential_vs_peak,precomp
distance_strikes_attempts_differential_vs_valley,precomp
clinch_strikes_landed_differential_peak,precomp
clinch_strikes_landed_differential_valley,precomp
clinch_strikes_landed_differential_vs_peak,precomp
clinch_strikes_landed_differential_vs_valley,precomp
clinch_strikes_attempts_differential_peak,precomp
clinch_strikes_attempts_differential_valley,precomp
clinch_strikes_attempts_differential_vs_peak,precomp
clinch_strikes_attempts_differential_vs_valley,precomp
ground_strikes_landed_differential_peak,precomp
ground_strikes_landed_differential_valley,precomp
ground_strikes_landed_differential_vs_peak,precomp
ground_strikes_landed_differential_vs_valley,precomp
ground_strikes_attempts_differential_peak,precomp
ground_strikes_attempts_differential_valley,precomp
ground_strikes_attempts_differential_vs_peak,precomp
ground_strikes_attempts_differential_vs_valley,precomp
comp_time_differential_peak,postcomp
comp_time_differential_valley,postcomp
comp_time_differential_vs_peak,postcomp
comp_time_differential_vs_valley,postcomp
title_fight_loss_differential_peak,postcomp
title_fight_loss_differential_valley,postcomp
title_fight_loss_differential_vs_peak,postcomp
title_fight_loss_differential_vs_valley,postcomp
title_fight_losses_differential_peak,postcomp
title_fight_losses_differential_valley,postcomp
title_fight_losses_differential_vs_peak,postcomp
title_fight_losses_differential_vs_valley,postcomp
win_streak_differential_peak,postcomp
win_streak_differential_valley,postcomp
win_streak_differential_vs_peak,postcomp
win_streak_differential_vs_valley,postcomp
lose_streak_differential_peak,postcomp
lose_streak_differential_valley,postcomp
lose_streak_differential_vs_peak,postcomp
lose_streak_differential_vs_valley,postcomp
win_loss_ratio_differential_peak,postcomp
win_loss_ratio_differential_valley,postcomp
win_loss_ratio_differential_vs_peak,postcomp
win_loss_ratio_differential_vs_valley,postcomp
KO_losses_differential_peak,postcomp
KO_losses_differential_valley,postcomp
KO_losses_differential_vs_peak,postcomp
KO_losses_differential_vs_valley,postcomp
sub_absorbed_differential_peak,precomp
sub_absorbed_differential_valley,precomp
sub_absorbed_differential_vs_peak,precomp
sub_absorbed_differential_vs_valley,precomp
takedowns_absorbed_differential_peak,precomp
takedowns_absorbed_differential_valley,precomp
takedowns_absorbed_differential_vs_peak,precomp
takedowns_absorbed_differential_vs_valley,precomp
sig_strikes_absorbed_differential_peak,precomp
sig_strikes_absorbed_differential_valley,precomp
sig_strikes_absorbed_differential_vs_peak,precomp
