feature,timing
change_avg_leg_strikes_attempts_per_min_differential_peak,precomp
change_avg_leg_strikes_attempts_per_min_differential_valley,precomp
change_avg_leg_strikes_attempts_per_min_differential_vs_peak,precomp
change_avg_leg_strikes_attempts_per_min_differential_vs_valley,precomp
change_recent_avg_leg_strikes_attempts_per_min_differential_peak,precomp
change_recent_avg_leg_strikes_attempts_per_min_differential_valley,precomp
change_recent_avg_leg_strikes_attempts_per_min_differential_vs_peak,precomp
change_recent_avg_leg_strikes_attempts_per_min_differential_vs_valley,precomp
change_avg_distance_strikes_landed_per_min_differential_peak,precomp
change_avg_distance_strikes_landed_per_min_differential_valley,precomp
change_avg_distance_strikes_landed_per_min_differential_vs_peak,precomp
change_avg_distance_strikes_landed_per_min_differential_vs_valley,precomp
change_recent_avg_distance_strikes_landed_per_min_differential_peak,precomp
change_recent_avg_distance_strikes_landed_per_min_differential_valley,precomp
change_recent_avg_distance_strikes_landed_per_min_differential_vs_peak,precomp
change_recent_avg_distance_strikes_landed_per_min_differential_vs_valley,precomp
change_avg_distance_strikes_attempts_per_min_differential_peak,precomp
change_avg_distance_strikes_attempts_per_min_differential_valley,precomp
change_avg_distance_strikes_attempts_per_min_differential_vs_peak,precomp
change_avg_distance_strikes_attempts_per_min_differential_vs_valley,precomp
change_recent_avg_distance_strikes_attempts_per_min_differential_peak,precomp
change_recent_avg_distance_strikes_attempts_per_min_differential_valley,precomp
change_recent_avg_distance_strikes_attempts_per_min_differential_vs_peak,precomp
change_recent_avg_distance_strikes_attempts_per_min_differential_vs_valley,precomp
change_avg_clinch_strikes_landed_per_min_differential_peak,precomp
change_avg_clinch_strikes_landed_per_min_differential_valley,precomp
change_avg_clinch_strikes_landed_per_min_differential_vs_peak,precomp
change_avg_clinch_strikes_landed_per_min_differential_vs_valley,precomp
change_recent_avg_clinch_strikes_landed_per_min_differential_peak,precomp
change_recent_avg_clinch_strikes_landed_per_min_differential_valley,precomp
change_recent_avg_clinch_strikes_landed_per_min_differential_vs_peak,precomp
change_recent_avg_clinch_strikes_landed_per_min_differential_vs_valley,precomp
change_avg_clinch_strikes_attempts_per_min_differential_peak,precomp
change_avg_clinch_strikes_attempts_per_min_differential_valley,precomp
change_avg_clinch_strikes_attempts_per_min_differential_vs_peak,precomp
change_avg_clinch_strikes_attempts_per_min_differential_vs_valley,precomp
change_recent_avg_clinch_strikes_attempts_per_min_differential_peak,precomp
change_recent_avg_clinch_strikes_attempts_per_min_differential_valley,precomp
change_recent_avg_clinch_strikes_attempts_per_min_differential_vs_peak,precomp
change_recent_avg_clinch_strikes_attempts_per_min_differential_vs_valley,precomp
change_avg_ground_strikes_landed_per_min_differential_peak,precomp
change_avg_ground_strikes_landed_per_min_differential_valley,precomp
change_avg_ground_strikes_landed_per_min_differential_vs_peak,precomp
change_avg_ground_strikes_landed_per_min_differential_vs_valley,precomp
change_recent_avg_ground_strikes_landed_per_min_differential_peak,precomp
change_recent_avg_ground_strikes_landed_per_min_differential_valley,precomp
change_recent_avg_ground_strikes_landed_per_min_differential_vs_peak,precomp
change_recent_avg_ground_strikes_landed_per_min_differential_vs_valley,precomp
change_avg_ground_strikes_attempts_per_min_differential_peak,precomp
change_avg_ground_strikes_attempts_per_min_differential_valley,precomp
change_avg_ground_strikes_attempts_per_min_differential_vs_peak,precomp
change_avg_ground_strikes_attempts_per_min_differential_vs_valley,precomp
change_recent_avg_ground_strikes_attempts_per_min_differential_peak,precomp
change_recent_avg_ground_strikes_attempts_per_min_differential_valley,precomp
change_recent_avg_ground_strikes_attempts_per_min_differential_vs_peak,precomp
change_recent_avg_ground_strikes_attempts_per_min_differential_vs_valley,precomp
precomp_reach,precomp
precomp_age,precomp
precomp_height,precomp
precomp_days_since_last_comp,precomp
precomp_odds,precomp
precomp_reach_differential,precomp
precomp_age_differential,precomp
precomp_height_differential,precomp
precomp_days_since_last_comp_differential,precomp
precomp_odds_differential,precomp
precomp_avg_reach,precomp
precomp_recent_avg_reach,precomp
precomp_avg_age,precomp
precomp_recent_avg_age,precomp
precomp_avg_height,precomp
precomp_recent_avg_height,precomp
precomp_avg_days_since_last_comp,precomp
precomp_recent_avg_days_since_last_comp,precomp
precomp_avg_odds,precomp
precomp_recent_avg_odds,precomp
precomp_avg_reach_differential,precomp
precomp_recent_avg_reach_differential,precomp
precomp_avg_age_differential,precomp
precomp_recent_avg_age_differential,precomp
precomp_avg_height_differential,precomp
precomp_recent_avg_height_differential,precomp
precomp_avg_days_since_last_comp_differential,precomp
precomp_recent_avg_days_since_last_comp_differential,precomp
precomp_avg_odds_differential,precomp
precomp_recent_avg_odds_differential,precomp
precomp_days_since_last_comp_peak,precomp
precomp_days_since_last_comp_valley,precomp
precomp_days_since_last_comp_vs_peak,precomp
precomp_days_since_last_comp_vs_valley,precomp
precomp_odds_peak,precomp
precomp_odds_valley,precomp
precomp_odds_vs_peak,precomp
precomp_odds_vs_valley,precomp
precomp_days_since_last_comp_differential_peak,precomp
precomp_days_since_last_comp_differential_valley,precomp
precomp_days_since_last_comp_differential_vs_peak,precomp
precomp_days_since_last_comp_differential_vs_valley,precomp
precomp_odds_differential_peak,precomp
precomp_odds_differential_valley,precomp
precomp_odds_differential_vs_peak,precomp
precomp_odds_differential_vs_valley,precomp
precomp_avg_days_since_last_comp_peak,precomp
precomp_avg_days_since_last_comp_valley,precomp
precomp_avg_days_since_last_comp_vs_peak,precomp
precomp_avg_days_since_last_comp_vs_valley,precomp
precomp_recent_avg_days_since_last_comp_peak,precomp
precomp_recent_avg_days_since_last_comp_valley,precomp
precomp_recent_avg_days_since_last_comp_vs_peak,precomp
precomp_recent_avg_days_since_last_comp_vs_valley,precomp
precomp_avg_odds_peak,precomp
precomp_avg_odds_valley,precomp
precomp_avg_odds_vs_peak,precomp
precomp_avg_odds_vs_valley,precomp
precomp_recent_avg_odds_peak,precomp
precomp_recent_avg_odds_valley,precomp
precomp_recent_avg_odds_vs_peak,precomp
precomp_recent_avg_odds_vs_valley,precomp
precomp_avg_days_since_last_comp_differential_peak,precomp
precomp_avg_days_since_last_comp_differential_valley,precomp
precomp_avg_days_since_last_comp_differential_vs_peak,precomp
precomp_avg_days_since_last_comp_differential_vs_valley,precomp
precomp_recent_avg_days_since_last_comp_differential_peak,precomp
precomp_recent_avg_days_since_last_comp_differential_valley,precomp
precomp_recent_avg_days_since_last_comp_differential_vs_peak,precomp
precomp_recent_avg_days_since_last_comp_differential_vs_valley,precomp
precomp_avg_odds_differential_peak,precomp
precomp_avg_odds_differential_valley,precomp
precomp_avg_odds_differential_vs_peak,precomp
precomp_avg_odds_differential_vs_valley,precomp
precomp_recent_avg_odds_differential_peak,precomp
precomp_recent_avg_odds_differential_valley,precomp
precomp_recent_avg_odds_differential_vs_peak,precomp
precomp_recent_avg_odds_differential_vs_valley,precomp
precomp_change_reach,precomp
precomp_change_age,precomp
precomp_change_height,precomp
precomp_change_days_since_last_comp,precomp
precomp_change_odds,precomp
precomp_change_reach_differential,precomp
precomp_change_age_differential,precomp
precomp_change_height_differential,precomp
precomp_change_days_since_last_comp_differential,precomp
precomp_change_odds_differential,precomp
precomp_change_avg_reach,precomp
precomp_change_recent_avg_reach,precomp
precomp_change_avg_age,precomp
precomp_change_recent_avg_age,precomp
precomp_change_avg_height,precomp
precomp_change_recent_avg_height,precomp
precomp_change_avg_days_since_last_comp,precomp
precomp_change_recent_avg_days_since_last_comp,precomp
precomp_change_avg_odds,precomp
precomp_change_recent_avg_odds,precomp
precomp_change_avg_reach_differential,precomp
precomp_change_recent_avg_reach_differential,precomp
precomp_change_avg_age_differential,precomp
precomp_change_recent_avg_age_differential,precomp
precomp_change_avg_height_differential,precomp
precomp_change_recent_avg_height_differential,precomp
precomp_change_avg_days_since_last_comp_differential,precomp
precomp_change_recent_avg_days_since_last_comp_differential,precomp
precomp_change_avg_odds_differential,precomp
precomp_change_recent_avg_odds_differential,precomp
precomp_change_days_since_last_comp_peak,precomp
precomp_change_days_since_last_comp_valley,precomp
precomp_change_days_since_last_comp_vs_peak,precomp
precomp_change_days_since_last_comp_vs_valley,precomp
precomp_change_odds_peak,precomp
precomp_change_odds_valley,precomp
precomp_change_odds_vs_peak,precomp
precomp_change_odds_vs_valley,precomp
precomp_change_days_since_last_comp_differential_peak,precomp
precomp_change_days_since_last_comp_differential_valley,precomp
precomp_change_days_since_last_comp_differential_vs_peak,precomp
precomp_change_days_since_last_comp_differential_vs_valley,precomp
precomp_change_odds_differential_peak,precomp
precomp_change_odds_differential_valley,precomp
precomp_change_odds_differential_vs_peak,precomp
precomp_change_odds_differential_vs_valley,precomp
precomp_change_avg_days_since_last_comp_peak,precomp
precomp_change_avg_days_since_last_comp_valley,precomp
precomp_change_avg_days_since_last_comp_vs_peak,precomp
precomp_change_avg_days_since_last_comp_vs_valley,precomp
precomp_change_recent_avg_days_since_last_comp_peak,precomp
precomp_change_recent_avg_days_since_last_comp_valley,precomp
precomp_change_recent_avg_days_since_last_comp_vs_peak,precomp
precomp_change_recent_avg_days_since_last_comp_vs_valley,precomp
precomp_change_avg_odds_peak,precomp
precomp_change_avg_odds_valley,precomp
precomp_change_avg_odds_vs_peak,precomp
precomp_change_avg_odds_vs_valley,precomp
precomp_change_recent_avg_odds_peak,precomp
precomp_change_recent_avg_odds_valley,precomp
precomp_change_recent_avg_odds_vs_peak,precomp
precomp_change_recent_avg_odds_vs_valley,precomp
precomp_change_avg_days_since_last_comp_differential_peak,precomp
precomp_change_avg_days_since_last_comp_differential_valley,precomp
precomp_change_avg_days_since_last_comp_differential_vs_peak,precomp
precomp_change_avg_days_since_last_comp_differential_vs_valley,precomp
precomp_change_recent_avg_days_since_last_comp_differential_peak,precomp
precomp_change_recent_avg_days_since_last_comp_differential_valley,precomp
precomp_change_recent_avg_days_since_last_comp_differential_vs_peak,precomp
precomp_change_recent_avg_days_since_last_comp_differential_vs_valley,precomp
precomp_change_avg_odds_differential_peak,precomp
precomp_change_avg_odds_differential_valley,precomp
precomp_change_avg_odds_differential_vs_peak,precomp
precomp_change_avg_odds_differential_vs_valley,precomp
precomp_change_recent_avg_odds_differential_peak,precomp
precomp_change_recent_avg_odds_differential_valley,precomp
precomp_change_recent_avg_odds_differential_vs_peak,precomp
precomp_change_recent_avg_odds_differential_vs_valley,precomp
precomp_knockdowns,precomp
precomp_sub_attempts,precomp
precomp_sub_landed,precomp
precomp_reversals,precomp
precomp_control,precomp
precomp_takedowns_landed,precomp
precomp_takedowns_attempts,precomp
precomp_sig_strikes_landed,precomp
precomp_sig_strikes_attempts,precomp
precomp_total_strikes_landed,precomp
precomp_total_strikes_attempts,precomp
precomp_head_strikes_landed,precomp
precomp_head_strikes_attempts,precomp
precomp_body_strikes_landed,precomp
precomp_body_strikes_attempts,precomp
precomp_leg_strikes_landed,precomp
precomp_leg_strikes_attempts,precomp
precomp_distance_strikes_landed,precomp
precomp_distance_strikes_attempts,precomp
precomp_clinch_strikes_landed,precomp
precomp_clinch_strikes_attempts,precomp
precomp_ground_strikes_landed,precomp
precomp_ground_strikes_attempts,precomp
precomp_comp_time,precomp
precomp_title_fight_loss,precomp
precomp_title_fight_losses,precomp
precomp_num_fights,precomp
precomp_win_streak,precomp
precomp_lose_streak,precomp
precomp_win_loss_ratio,precomp
precomp_KO_losses,precomp
precomp_sub_absorbed,precomp
precomp_takedowns_absorbed,precomp
precomp_sig_strikes_absorbed,precomp
precomp_total_strikes_absorbed,precomp
precomp_head_strikes_absorbed,precomp
precomp_body_strikes_absorbed,precomp
precomp_leg_strikes_absorbed,precomp
precomp_distance_strikes_absorbed,precomp
precomp_clinch_strikes_absorbed,precomp
precomp_ground_strikes_absorbed,precomp
precomp_total_sub_absorbed,precomp
precomp_total_takedowns_absorbed,precomp
precomp_total_sig_strikes_absorbed,precomp
precomp_total_total_strikes_absorbed,precomp
precomp_total_head_strikes_absorbed,precomp
precomp_total_body_strikes_absorbed,precomp
precomp_total_leg_strikes_absorbed,precomp
precomp_total_distance_strikes_absorbed,precomp
precomp_total_clinch_strikes_absorbed,precomp
precomp_total_ground_strikes_absorbed,precomp
precomp_total_comp_time,precomp
precomp_stamina,precomp
precomp_sub_acc,precomp
precomp_takedowns_acc,precomp
precomp_sig_strikes_acc,precomp
precomp_total_strikes_acc,precomp
precomp_head_strikes_acc,precomp
precomp_body_strikes_acc,precomp
precomp_leg_strikes_acc,precomp
precomp_distance_strikes_acc,precomp
precomp_clinch_strikes_acc,precomp
precomp_ground_strikes_acc,precomp
precomp_sub_def,precomp
precomp_takedowns_def,precomp
precomp_sig_strikes_def,precomp
precomp_total_strikes_def,precomp
precomp_head_strikes_def,precomp
precomp_body_strikes_def,precomp
precomp_leg_strikes_def,precomp
precomp_distance_strikes_def,precomp
precomp_clinch_strikes_def,precomp
precomp_ground_strikes_def,precomp
precomp_sub_attempts_per_min,precomp
precomp_sub_landed_per_min,precomp
precomp_takedowns_landed_per_min,precomp
precomp_takedowns_attempts_per_min,precomp
precomp_sig_strikes_landed_per_min,precomp
precomp_sig_strikes_attempts_per_min,precomp
precomp_total_strikes_landed_per_min,precomp
precomp_total_strikes_attempts_per_min,precomp
precomp_head_strikes_landed_per_min,precomp
precomp_head_strikes_attempts_per_min,precomp
precomp_body_strikes_landed_per_min,precomp
precomp_body_strikes_attempts_per_min,precomp
precomp_leg_strikes_landed_per_min,precomp
precomp_leg_strikes_attempts_per_min,precomp
precomp_distance_strikes_landed_per_min,precomp
precomp_distance_strikes_attempts_per_min,precomp
precomp_clinch_strikes_landed_per_min,precomp
precomp_clinch_strikes_attempts_per_min,precomp
precomp_ground_strikes_landed_per_min,precomp
precomp_ground_strikes_attempts_per_min,precomp
precomp_knockdowns_differential,precomp
precomp_sub_attempts_differential,precomp
precomp_sub_landed_differential,precomp
precomp_reversals_differential,precomp
precomp_control_differential,precomp
precomp_takedowns_landed_differential,precomp
precomp_takedowns_attempts_differential,precomp
precomp_sig_strikes_landed_differential,precomp
precomp_sig_strikes_attempts_differential,precomp
precomp_total_strikes_landed_differential,precomp
precomp_total_strikes_attempts_differential,precomp
precomp_head_strikes_landed_differential,precomp
precomp_head_strikes_attempts_differential,precomp
precomp_body_strikes_landed_differential,precomp
precomp_body_strikes_attempts_differential,precomp
precomp_leg_strikes_landed_differential,precomp
precomp_leg_strikes_attempts_differential,precomp
precomp_distance_strikes_landed_differential,precomp
precomp_distance_strikes_attempts_differential,precomp
precomp_clinch_strikes_landed_differential,precomp
precomp_clinch_strikes_attempts_differential,precomp
precomp_ground_strikes_landed_differential,precomp
precomp_ground_strikes_attempts_differential,precomp
precomp_comp_time_differential,precomp
precomp_title_fight_loss_differential,precomp
precomp_title_fight_losses_differential,precomp
precomp_sub_absorbed_differential,precomp
precomp_takedowns_absorbed_differential,precomp
precomp_sig_strikes_absorbed_differential,precomp
precomp_total_strikes_absorbed_differential,precomp
precomp_head_strikes_absorbed_differential,precomp
precomp_body_strikes_absorbed_differential,precomp
precomp_leg_strikes_absorbed_differential,precomp
precomp_distance_strikes_absorbed_differential,precomp
precomp_clinch_strikes_absorbed_differential,precomp
precomp_ground_strikes_absorbed_differential,precomp
precomp_total_sub_absorbed_differential,precomp
precomp_total_takedowns_absorbed_differential,precomp
precomp_total_sig_strikes_absorbed_differential,precomp
precomp_total_total_strikes_absorbed_differential,precomp
precomp_total_head_strikes_absorbed_differential,precomp
precomp_total_body_strikes_absorbed_differential,precomp
precomp_total_leg_strikes_absorbed_differential,precomp
precomp_total_distance_strikes_absorbed_differential,precomp
precomp_total_clinch_strikes_absorbed_differential,precomp
precomp_total_ground_strikes_absorbed_differential,precomp
precomp_sub_acc_differential,precomp
precomp_takedowns_acc_differential,precomp
precomp_sig_strikes_acc_differential,precomp
precomp_total_strikes_acc_differential,precomp
precomp_head_strikes_acc_differential,precomp
precomp_body_strikes_acc_differential,precomp
precomp_leg_strikes_acc_differential,precomp
precomp_distance_strikes_acc_differential,precomp
precomp_clinch_strikes_acc_differential,precomp
precomp_ground_strikes_acc_differential,precomp
precomp_sub_def_differential,precomp
precomp_takedowns_def_differential,precomp
precomp_sig_strikes_def_differential,precomp
precomp_total_strikes_def_differential,precomp
precomp_head_strikes_def_differential,precomp
precomp_body_strikes_def_differential,precomp
precomp_leg_strikes_def_differential,precomp
precomp_distance_strikes_def_differential,precomp
precomp_clinch_strikes_def_differential,precomp
precomp_ground_strikes_def_differential,precomp
precomp_sub_attempts_per_min_differential,precomp
precomp_sub_landed_per_min_differential,precomp
precomp_takedowns_landed_per_min_differential,precomp
precomp_takedowns_attempts_per_min_differential,precomp
precomp_sig_strikes_landed_per_min_differential,precomp
precomp_sig_strikes_attempts_per_min_differential,precomp
precomp_total_strikes_landed_per_min_differential,precomp
precomp_total_strikes_attempts_per_min_differential,precomp
precomp_head_strikes_landed_per_min_differential,precomp
precomp_head_strikes_attempts_per_min_differential,precomp
precomp_body_strikes_landed_per_min_differential,precomp
precomp_body_strikes_attempts_per_min_differential,precomp
precomp_leg_strikes_landed_per_min_differential,precomp
precomp_leg_strikes_attempts_per_min_differential,precomp
precomp_distance_strikes_landed_per_min_differential,precomp
precomp_distance_strikes_attempts_per_min_differential,precomp
precomp_clinch_strikes_landed_per_min_differential,precomp
precomp_clinch_strikes_attempts_per_min_differential,precomp
precomp_ground_strikes_landed_per_min_differential,precomp
precomp_ground_strikes_attempts_per_min_differential,precomp
precomp_elo,precomp
precomp_trueskill,precomp
precomp_avg_knockdowns,precomp
precomp_recent_avg_knockdowns,precomp
precomp_avg_sub_attempts,precomp
precomp_recent_avg_sub_attempts,precomp
precomp_avg_sub_landed,precomp
precomp_recent_avg_sub_landed,precomp
precomp_avg_reversals,precomp
precomp_recent_avg_reversals,precomp
precomp_avg_control,precomp
precomp_recent_avg_control,precomp
precomp_avg_takedowns_landed,precomp
precomp_recent_avg_takedowns_landed,precomp
precomp_avg_takedowns_attempts,precomp
precomp_recent_avg_takedowns_attempts,precomp
precomp_avg_sig_strikes_landed,precomp
precomp_recent_avg_sig_strikes_landed,precomp
precomp_avg_sig_strikes_attempts,precomp
precomp_recent_avg_sig_strikes_attempts,precomp
precomp_avg_total_strikes_landed,precomp
precomp_recent_avg_total_strikes_landed,precomp
precomp_avg_total_strikes_attempts,precomp
precomp_recent_avg_total_strikes_attempts,precomp
precomp_avg_head_strikes_landed,precomp
precomp_recent_avg_head_strikes_landed,precomp
precomp_avg_head_strikes_attempts,precomp
precomp_recent_avg_head_strikes_attempts,precomp
precomp_avg_body_strikes_landed,precomp
precomp_recent_avg_body_strikes_landed,precomp
precomp_avg_body_strikes_attempts,precomp
precomp_recent_avg_body_strikes_attempts,precomp
precomp_avg_leg_strikes_landed,precomp
precomp_recent_avg_leg_strikes_landed,precomp
precomp_avg_leg_strikes_attempts,precomp
precomp_recent_avg_leg_strikes_attempts,precomp
precomp_avg_distance_strikes_landed,precomp
precomp_recent_avg_distance_strikes_landed,precomp
precomp_avg_distance_strikes_attempts,precomp
precomp_recent_avg_distance_strikes_attempts,precomp
precomp_avg_clinch_strikes_landed,precomp
precomp_recent_avg_clinch_strikes_landed,precomp
precomp_avg_clinch_strikes_attempts,precomp
precomp_recent_avg_clinch_strikes_attempts,precomp
precomp_avg_ground_strikes_landed,precomp
precomp_recent_avg_ground_strikes_landed,precomp
precomp_avg_ground_strikes_attempts,precomp
precomp_recent_avg_ground_strikes_attempts,precomp
precomp_avg_comp_time,precomp
precomp_recent_avg_comp_time,precomp
precomp_avg_title_fight_loss,precomp
precomp_recent_avg_title_fight_loss,precomp
precomp_avg_title_fight_losses,precomp
precomp_recent_avg_title_fight_losses,precomp
precomp_avg_num_fights,precomp
precomp_recent_avg_num_fights,precomp
precomp_avg_win_streak,precomp
precomp_recent_avg_win_streak,precomp
precomp_avg_lose_streak,precomp
precomp_recent_avg_lose_streak,precomp
precomp_avg_win_loss_ratio,precomp
precomp_recent_avg_win_loss_ratio,precomp
precomp_avg_KO_losses,precomp
precomp_recent_avg_KO_losses,precomp
precomp_avg_sub_absorbed,precomp
precomp_recent_avg_sub_absorbed,precomp
precomp_avg_takedowns_absorbed,precomp
precomp_recent_avg_takedowns_absorbed,precomp
precomp_avg_sig_strikes_absorbed,precomp
precomp_recent_avg_sig_strikes_absorbed,precomp
precomp_avg_total_strikes_absorbed,precomp
precomp_recent_avg_total_strikes_absorbed,precomp
precomp_avg_head_strikes_absorbed,precomp
precomp_recent_avg_head_strikes_absorbed,precomp
precomp_avg_body_strikes_absorbed,precomp
precomp_recent_avg_body_strikes_absorbed,precomp
precomp_avg_leg_strikes_absorbed,precomp
precomp_recent_avg_leg_strikes_absorbed,precomp
precomp_avg_distance_strikes_absorbed,precomp
precomp_recent_avg_distance_strikes_absorbed,precomp
precomp_avg_clinch_strikes_absorbed,precomp
precomp_recent_avg_clinch_strikes_absorbed,precomp
precomp_avg_ground_strikes_absorbed,precomp
precomp_recent_avg_ground_strikes_absorbed,precomp
precomp_avg_total_sub_absorbed,precomp
precomp_recent_avg_total_sub_absorbed,precomp
precomp_avg_total_takedowns_absorbed,precomp
precomp_recent_avg_total_takedowns_absorbed,precomp
precomp_avg_total_sig_strikes_absorbed,precomp
precomp_recent_avg_total_sig_strikes_absorbed,precomp
precomp_avg_total_total_strikes_absorbed,precomp
precomp_recent_avg_total_total_strikes_absorbed,precomp
precomp_avg_total_head_strikes_absorbed,precomp
precomp_recent_avg_total_head_strikes_absorbed,precomp
precomp_avg_total_body_strikes_absorbed,precomp
precomp_recent_avg_total_body_strikes_absorbed,precomp
precomp_avg_total_leg_strikes_absorbed,precomp
precomp_recent_avg_total_leg_strikes_absorbed,precomp
precomp_avg_total_distance_strikes_absorbed,precomp
precomp_recent_avg_total_distance_strikes_absorbed,precomp
precomp_avg_total_clinch_strikes_absorbed,precomp
precomp_recent_avg_total_clinch_strikes_absorbed,precomp
precomp_avg_total_ground_strikes_absorbed,precomp
precomp_recent_avg_total_ground_strikes_absorbed,precomp
precomp_avg_total_comp_time,precomp
precomp_recent_avg_total_comp_time,precomp
precomp_avg_stamina,precomp
precomp_recent_avg_stamina,precomp
precomp_avg_sub_acc,precomp
precomp_recent_avg_sub_acc,precomp
precomp_avg_takedowns_acc,precomp
precomp_recent_avg_takedowns_acc,precomp
precomp_avg_sig_strikes_acc,precomp
precomp_recent_avg_sig_strikes_acc,precomp
precomp_avg_total_strikes_acc,precomp
precomp_recent_avg_total_strikes_acc,precomp
precomp_avg_head_strikes_acc,precomp
precomp_recent_avg_head_strikes_acc,precomp
precomp_avg_body_strikes_acc,precomp
precomp_recent_avg_body_strikes_acc,precomp
precomp_avg_leg_strikes_acc,precomp
precomp_recent_avg_leg_strikes_acc,precomp
precomp_avg_distance_strikes_acc,precomp
precomp_recent_avg_distance_strikes_acc,precomp
precomp_avg_clinch_strikes_acc,precomp
precomp_recent_avg_clinch_strikes_acc,precomp
precomp_avg_ground_strikes_acc,precomp
precomp_recent_avg_ground_strikes_acc,precomp
precomp_avg_sub_def,precomp
precomp_recent_avg_sub_def,precomp
precomp_avg_takedowns_def,precomp
precomp_recent_avg_takedowns_def,precomp
precomp_avg_sig_strikes_def,precomp
precomp_recent_avg_sig_strikes_def,precomp
precomp_avg_total_strikes_def,precomp
precomp_recent_avg_total_strikes_def,precomp
precomp_avg_head_strikes_def,precomp
precomp_recent_avg_head_strikes_def,precomp
precomp_avg_body_strikes_def,precomp
precomp_recent_avg_body_strikes_def,precomp
precomp_avg_leg_strikes_def,precomp
precomp_recent_avg_leg_strikes_def,precomp
precomp_avg_distance_strikes_def,precomp
precomp_recent_avg_distance_strikes_def,precomp
precomp_avg_clinch_strikes_def,precomp
precomp_recent_avg_clinch_strikes_def,precomp
precomp_avg_ground_strikes_def,precomp
precomp_recent_avg_ground_strikes_def,precomp
precomp_avg_sub_attempts_per_min,precomp
precomp_recent_avg_sub_attempts_per_min,precomp
precomp_avg_sub_landed_per_min,precomp
precomp_recent_avg_sub_landed_per_min,precomp
precomp_avg_takedowns_landed_per_min,precomp
precomp_recent_avg_takedowns_landed_per_min,precomp
precomp_avg_takedowns_attempts_per_min,precomp
precomp_recent_avg_takedowns_attempts_per_min,precomp
precomp_avg_sig_strikes_landed_per_min,precomp
precomp_recent_avg_sig_strikes_landed_per_min,precomp
precomp_avg_sig_strikes_attempts_per_min,precomp
precomp_recent_avg_sig_strikes_attempts_per_min,precomp
precomp_avg_total_strikes_landed_per_min,precomp
precomp_recent_avg_total_strikes_landed_per_min,precomp
precomp_avg_total_strikes_attempts_per_min,precomp
precomp_recent_avg_total_strikes_attempts_per_min,precomp
precomp_avg_head_strikes_landed_per_min,precomp
precomp_recent_avg_head_strikes_landed_per_min,precomp
precomp_avg_head_strikes_attempts_per_min,precomp
precomp_recent_avg_head_strikes_attempts_per_min,precomp
precomp_avg_body_strikes_landed_per_min,precomp
precomp_recent_avg_body_strikes_landed_per_min,precomp
precomp_avg_body_strikes_attempts_per_min,precomp
precomp_recent_avg_body_strikes_attempts_per_min,precomp
precomp_avg_leg_strikes_landed_per_min,precomp
precomp_recent_avg_leg_strikes_landed_per_min,precomp
precomp_avg_leg_strikes_attempts_per_min,precomp
precomp_recent_avg_leg_strikes_attempts_per_min,precomp
precomp_avg_distance_strikes_landed_per_min,precomp
precomp_recent_avg_distance_strikes_landed_per_min,precomp
precomp_avg_distance_strikes_attempts_per_min,precomp
precomp_recent_avg_distance_strikes_attempts_per_min,precomp
precomp_avg_clinch_strikes_landed_per_min,precomp
precomp_recent_avg_clinch_strikes_landed_per_min,precomp
precomp_avg_clinch_strikes_attempts_per_min,precomp
precomp_recent_avg_clinch_strikes_attempts_per_min,precomp
precomp_avg_ground_strikes_landed_per_min,precomp
precomp_recent_avg_ground_strikes_landed_per_min,precomp
precomp_avg_ground_strikes_attempts_per_min,precomp
precomp_recent_avg_ground_strikes_attempts_per_min,precomp
precomp_avg_knockdowns_differential,precomp
precomp_recent_avg_knockdowns_differential,precomp
precomp_avg_sub_attempts_differential,precomp
precomp_recent_avg_sub_attempts_differential,precomp
precomp_avg_sub_landed_differential,precomp
precomp_recent_avg_sub_landed_differential,precomp
precomp_avg_reversals_differential,precomp
precomp_recent_avg_reversals_differential,precomp
precomp_avg_control_differential,precomp
precomp_recent_avg_control_differential,precomp
precomp_avg_takedowns_landed_differential,precomp
precomp_recent_avg_takedowns_landed_differential,precomp
precomp_avg_takedowns_attempts_differential,precomp
precomp_recent_avg_takedowns_attempts_differential,precomp
precomp_avg_sig_strikes_landed_differential,precomp
precomp_recent_avg_sig_strikes_landed_differential,precomp
precomp_avg_sig_strikes_attempts_differential,precomp
precomp_recent_avg_sig_strikes_attempts_differential,precomp
precomp_avg_total_strikes_landed_differential,precomp
precomp_recent_avg_total_strikes_landed_differential,precomp
precomp_avg_total_strikes_attempts_differential,precomp
precomp_recent_avg_total_strikes_attempts_differential,precomp
precomp_avg_head_strikes_landed_differential,precomp
precomp_recent_avg_head_strikes_landed_differential,precomp
precomp_avg_head_strikes_attempts_differential,precomp
precomp_recent_avg_head_strikes_attempts_differential,precomp
precomp_avg_body_strikes_landed_differential,precomp
precomp_recent_avg_body_strikes_landed_differential,precomp
precomp_avg_body_strikes_attempts_differential,precomp
precomp_recent_avg_body_strikes_attempts_differential,precomp
precomp_avg_leg_strikes_landed_differential,precomp
precomp_recent_avg_leg_strikes_landed_differential,precomp
precomp_avg_leg_strikes_attempts_differential,precomp
precomp_recent_avg_leg_strikes_attempts_differential,precomp
precomp_avg_distance_strikes_landed_differential,precomp
precomp_recent_avg_distance_strikes_landed_differential,precomp
precomp_avg_distance_strikes_attempts_differential,precomp
precomp_recent_avg_distance_strikes_attempts_differential,precomp
precomp_avg_clinch_strikes_landed_differential,precomp
precomp_recent_avg_clinch_strikes_landed_differential,precomp
